Altersgruppe, Meldedatum, difference, trend, value
5-14, 2020-03-05, , , 0.1
5-14, 2020-03-06, , , 0.2
5-14, 2020-03-07, , , 0.3
5-14, 2020-03-08, , , 0.3
5-14, 2020-03-09, , , 0.4
5-14, 2020-03-10, , , 0.6
5-14, 2020-03-11, , , 0.8
5-14, 2020-03-12, 0.9, 0.0124, 1.1
5-14, 2020-03-13, 1, 0.0131, 1.2
5-14, 2020-03-14, 1.3, 0.0175, 1.6
5-14, 2020-03-15, 1.6, 0.022, 2
5-14, 2020-03-16, 1.7, 0.0235, 2.1
5-14, 2020-03-17, 2, 0.0266, 2.5
5-14, 2020-03-18, 2.5, 0.0337, 3.2
5-14, 2020-03-19, 2.6, 0.0355, 3.7
5-14, 2020-03-20, 3.1, 0.0423, 4.3
5-14, 2020-03-21, 3.4, 0.0464, 5
5-14, 2020-03-22, 3.5, 0.0474, 5.5
5-14, 2020-03-23, 3.6, 0.0483, 5.7
5-14, 2020-03-24, 3.6, 0.0485, 6.1
5-14, 2020-03-25, 3, 0.0406, 6.2
5-14, 2020-03-26, 3.3, 0.0441, 6.9
5-14, 2020-03-27, 3.2, 0.0434, 7.5
5-14, 2020-03-28, 2.8, 0.0375, 7.8
5-14, 2020-03-29, 2.8, 0.0377, 8.2
5-14, 2020-03-30, 2.8, 0.0373, 8.5
5-14, 2020-03-31, 2.2, 0.0302, 8.3
5-14, 2020-04-01, 2.8, 0.0377, 9
5-14, 2020-04-02, 2.4, 0.0326, 9.4
5-14, 2020-04-03, 2.1, 0.0286, 9.6
5-14, 2020-04-04, 2, 0.0275, 9.8
5-14, 2020-04-05, 1.6, 0.0215, 9.8
5-14, 2020-04-06, 1.3, 0.0169, 9.7
5-14, 2020-04-07, 1.4, 0.0189, 9.7
5-14, 2020-04-08, 0.3, 0.0035, 9.3
5-14, 2020-04-09, -0.5, -0.0091, 8.9
5-14, 2020-04-10, -1.1, -0.0212, 8.5
5-14, 2020-04-11, -2.1, -0.0411, 7.8
5-14, 2020-04-12, -2.4, -0.0481, 7.4
5-14, 2020-04-13, -2.4, -0.0486, 7.3
5-14, 2020-04-14, -2.9, -0.0575, 6.9
5-14, 2020-04-15, -3.1, -0.0618, 6.2
5-14, 2020-04-16, -3.2, -0.0644, 5.7
5-14, 2020-04-17, -3.1, -0.0612, 5.5
5-14, 2020-04-18, -2, -0.0408, 5.7
5-14, 2020-04-19, -2, -0.0395, 5.4
5-14, 2020-04-20, -1.9, -0.0384, 5.3
5-14, 2020-04-21, -1.5, -0.0303, 5.3
5-14, 2020-04-22, -0.6, -0.0124, 5.6
5-14, 2020-04-23, -0.2, -0.0038, 5.5
5-14, 2020-04-24, -0.1, -0.0024, 5.4
5-14, 2020-04-25, -0.6, -0.0129, 5.1
5-14, 2020-04-26, -0.7, -0.0132, 4.8
5-14, 2020-04-27, -0.7, -0.0148, 4.6
5-14, 2020-04-28, -0.6, -0.0124, 4.7
5-14, 2020-04-29, -1.3, -0.0263, 4.3
5-14, 2020-04-30, -1.4, -0.0279, 4.1
5-14, 2020-05-01, -1.6, -0.0322, 3.7
5-14, 2020-05-02, -1.7, -0.0336, 3.4
5-14, 2020-05-03, -1.4, -0.0274, 3.4
5-14, 2020-05-04, -1.2, -0.0231, 3.4
5-14, 2020-05-05, -1.5, -0.0301, 3.2
5-14, 2020-05-06, -1.1, -0.0212, 3.2
5-14, 2020-05-07, -1, -0.0191, 3.1
5-14, 2020-05-08, -0.6, -0.0121, 3.1
5-14, 2020-05-09, , -0.0005, 3.4
5-14, 2020-05-10, -0.3, -0.0054, 3.1
5-14, 2020-05-11, -0.3, -0.0067, 3.1
5-14, 2020-05-12, 0.1, 0.0007, 3.3
5-14, 2020-05-13, 0.1, 0.0013, 3.3
5-14, 2020-05-14, , 0.0005, 3.2
5-14, 2020-05-15, -0.1, -0.0021, 3
5-14, 2020-05-16, -0.5, -0.0097, 2.9
5-14, 2020-05-17, -0.2, -0.0043, 2.9
5-14, 2020-05-18, , -0.0005, 3.1
5-14, 2020-05-19, -0.2, -0.0035, 3.1
5-14, 2020-05-20, -0.4, -0.0086, 2.9
5-14, 2020-05-21, -0.1, -0.0024, 3
5-14, 2020-05-22, , -0.0008, 3
5-14, 2020-05-23, , -0.0005, 2.8
5-14, 2020-05-24, -0.2, -0.0032, 2.8
5-14, 2020-05-25, -0.6, -0.0115, 2.5
5-14, 2020-05-26, -0.7, -0.0142, 2.4
5-14, 2020-05-27, -0.2, -0.0038, 2.7
5-14, 2020-05-28, -0.5, -0.0107, 2.5
5-14, 2020-05-29, -0.4, -0.0089, 2.5
5-14, 2020-05-30, -0.1, -0.0027, 2.7
5-14, 2020-05-31, 0.2, 0.0029, 3
5-14, 2020-06-01, 0.6, 0.0084, 3.1
5-14, 2020-06-02, 0.6, 0.0082, 3
5-14, 2020-06-03, , , 2.7
5-14, 2020-06-04, 0.1, 0.002, 2.7
5-14, 2020-06-05, 0.5, 0.0066, 3
5-14, 2020-06-06, 0.3, 0.0035, 3
5-14, 2020-06-07, -0.2, -0.0043, 2.8
5-14, 2020-06-08, -0.4, -0.0078, 2.7
5-14, 2020-06-09, , , 3
5-14, 2020-06-10, 0.5, 0.0062, 3.1
5-14, 2020-06-11, 0.7, 0.0091, 3.3
5-14, 2020-06-12, , -0.0003, 3
5-14, 2020-06-13, 0.1, 0.0011, 3
5-14, 2020-06-14, 0.6, 0.008, 3.4
5-14, 2020-06-15, 0.5, 0.0071, 3.3
5-14, 2020-06-16, 0.1, 0.0015, 3.1
5-14, 2020-06-17, 0.2, 0.0024, 3.3
5-14, 2020-06-18, 0.2, 0.0022, 3.5
5-14, 2020-06-19, 0.9, 0.0126, 3.9
5-14, 2020-06-20, 1.7, 0.023, 4.7
5-14, 2020-06-21, 1.5, 0.0197, 4.8
5-14, 2020-06-22, 1.7, 0.0231, 5
5-14, 2020-06-23, 2.3, 0.031, 5.4
5-14, 2020-06-24, 2, 0.0273, 5.3
5-14, 2020-06-25, 1.5, 0.0199, 5
5-14, 2020-06-26, 0.6, 0.008, 4.5
5-14, 2020-06-27, -0.6, -0.0121, 4.1
5-14, 2020-06-28, -1, -0.0207, 3.8
5-14, 2020-06-29, -1.1, -0.0228, 3.8
5-14, 2020-06-30, -1.7, -0.0341, 3.7
5-14, 2020-07-01, -1.8, -0.0352, 3.6
5-14, 2020-07-02, -1.3, -0.025, 3.7
5-14, 2020-07-03, -1, -0.0199, 3.5
5-14, 2020-07-04, -1, -0.0193, 3.2
5-14, 2020-07-05, -0.6, -0.0126, 3.1
5-14, 2020-07-06, -0.8, -0.0153, 3.1
5-14, 2020-07-07, -0.5, -0.0107, 3.1
5-14, 2020-07-08, -0.5, -0.0091, 3.1
5-14, 2020-07-09, -0.7, -0.0132, 3
5-14, 2020-07-10, -0.5, -0.0102, 3
5-14, 2020-07-11, -0.2, -0.0035, 3
5-14, 2020-07-12, -0.1, -0.003, 3
5-14, 2020-07-13, -0.1, -0.0024, 2.9
5-14, 2020-07-14, -0.4, -0.0089, 2.7
5-14, 2020-07-15, -0.1, -0.0027, 3
5-14, 2020-07-16, , 0.0002, 3.1
5-14, 2020-07-17, 0.2, 0.0029, 3.2
5-14, 2020-07-18, 0.4, 0.006, 3.4
5-14, 2020-07-19, 0.7, 0.0091, 3.7
5-14, 2020-07-20, 0.9, 0.0118, 3.8
5-14, 2020-07-21, 1.3, 0.0179, 4
5-14, 2020-07-22, 0.8, 0.0102, 3.7
5-14, 2020-07-23, 0.8, 0.0113, 3.9
5-14, 2020-07-24, 1.1, 0.0151, 4.4
5-14, 2020-07-25, 1.3, 0.0182, 4.8
5-14, 2020-07-26, 1.1, 0.0151, 4.8
5-14, 2020-07-27, 0.8, 0.0107, 4.6
5-14, 2020-07-28, 0.8, 0.0111, 4.8
5-14, 2020-07-29, 1.7, 0.0226, 5.4
5-14, 2020-07-30, 1.6, 0.0217, 5.5
5-14, 2020-07-31, 1.3, 0.0177, 5.7
5-14, 2020-08-01, 0.9, 0.012, 5.7
5-14, 2020-08-02, 1.1, 0.0155, 5.9
5-14, 2020-08-03, 1.5, 0.0197, 6.1
5-14, 2020-08-04, 1.5, 0.0202, 6.3
5-14, 2020-08-05, 1, 0.0131, 6.4
5-14, 2020-08-06, 1.5, 0.0209, 7
5-14, 2020-08-07, 1.8, 0.0246, 7.5
5-14, 2020-08-08, 2.4, 0.0326, 8.1
5-14, 2020-08-09, 2.6, 0.0352, 8.5
5-14, 2020-08-10, 2.7, 0.0362, 8.7
5-14, 2020-08-11, 3.1, 0.0424, 9.4
5-14, 2020-08-12, 3.9, 0.0523, 10.2
5-14, 2020-08-13, 4.4, 0.059, 11.4
5-14, 2020-08-14, 4.6, 0.0617, 12
5-14, 2020-08-15, 4.4, 0.0594, 12.5
5-14, 2020-08-16, 4.1, 0.0554, 12.6
5-14, 2020-08-17, 4.1, 0.0559, 12.9
5-14, 2020-08-18, 4, 0.0543, 13.5
5-14, 2020-08-19, 3.5, 0.0472, 13.7
5-14, 2020-08-20, 1.9, 0.0253, 13.3
5-14, 2020-08-21, 0.8, 0.0113, 12.9
5-14, 2020-08-22, 0.6, 0.0087, 13.1
5-14, 2020-08-23, 0.3, 0.0035, 12.9
5-14, 2020-08-24, , 0.0002, 12.9
5-14, 2020-08-25, -0.9, -0.0172, 12.6
5-14, 2020-08-26, -1.3, -0.0263, 12.4
5-14, 2020-08-27, -1, -0.0207, 12.2
5-14, 2020-08-28, -0.7, -0.0148, 12.1
5-14, 2020-08-29, -1.6, -0.0325, 11.5
5-14, 2020-08-30, -1.5, -0.0293, 11.4
5-14, 2020-08-31, -1.6, -0.0328, 11.2
5-14, 2020-09-01, -2.1, -0.0424, 10.5
5-14, 2020-09-02, -2.5, -0.0491, 9.9
5-14, 2020-09-03, -3.1, -0.0626, 9.1
5-14, 2020-09-04, -3, -0.0607, 9.1
5-14, 2020-09-05, -2, -0.0397, 9.5
5-14, 2020-09-06, -1.6, -0.0317, 9.8
