Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-05, , , 2960
15-34, 2020-03-06, , , 1280
15-34, 2020-03-07, , , 516.7
15-34, 2020-03-08, , , 472.7
15-34, 2020-03-09, , , 323
15-34, 2020-03-10, , , 336.8
15-34, 2020-03-11, , , 362.6
15-34, 2020-03-12, -2671.8, -47.6839, 288.2
15-34, 2020-03-13, -1021.1, -18.2232, 258.9
15-34, 2020-03-14, -141.4, -2.5244, 375.2
15-34, 2020-03-15, -32.3, -0.5756, 440.5
15-34, 2020-03-16, 192.6, 2.6503, 515.5
15-34, 2020-03-17, 171.9, 2.3659, 508.7
15-34, 2020-03-18, 123.6, 1.7015, 486.2
15-34, 2020-03-19, 196.1, 2.6992, 484.3
15-34, 2020-03-20, 227.2, 3.1272, 486.1
15-34, 2020-03-21, 8.9, 0.1231, 384.2
15-34, 2020-03-22, -122.6, -2.1887, 317.8
15-34, 2020-03-23, -236, -4.2114, 279.5
15-34, 2020-03-24, -288.8, -5.1551, 219.9
15-34, 2020-03-25, -328.5, -5.8625, 157.8
15-34, 2020-03-26, -373, -6.6564, 111.4
15-34, 2020-03-27, -408.4, -7.2886, 77.7
15-34, 2020-03-28, -325.7, -5.8121, 58.5
15-34, 2020-03-29, -271.2, -4.8403, 46.6
15-34, 2020-03-30, -238, -4.2477, 41.5
15-34, 2020-03-31, -187.9, -3.353, 32
15-34, 2020-04-01, -132.8, -2.3703, 25
15-34, 2020-04-02, -93, -1.6592, 18.4
15-34, 2020-04-03, -65.5, -1.1684, 12.3
15-34, 2020-04-04, -51.9, -0.9267, 6.6
15-34, 2020-04-05, -45.8, -0.8176, 0.8
15-34, 2020-04-06, -45.2, -0.8061, -3.6
15-34, 2020-04-07, -37.1, -0.662, -5.1
15-34, 2020-04-08, -33.6, -0.6005, -8.7
15-34, 2020-04-09, -30.5, -0.5439, -12.1
15-34, 2020-04-10, -28.2, -0.5026, -15.9
15-34, 2020-04-11, -29, -0.5184, -22.5
15-34, 2020-04-12, -24.5, -0.4375, -23.7
15-34, 2020-04-13, -20.2, -0.36, -23.8
15-34, 2020-04-14, -23.7, -0.4234, -28.8
15-34, 2020-04-15, -25.9, -0.4619, -34.6
15-34, 2020-04-16, -25.7, -0.458, -37.7
15-34, 2020-04-17, -23, -0.4101, -38.9
15-34, 2020-04-18, -9.9, -0.1771, -32.4
15-34, 2020-04-19, -8, -0.1429, -31.7
15-34, 2020-04-20, -7.6, -0.1359, -31.4
15-34, 2020-04-21, 4, 0.0549, -24.8
15-34, 2020-04-22, 18.4, 0.2526, -16.2
15-34, 2020-04-23, 26.8, 0.3682, -11
15-34, 2020-04-24, 25.4, 0.3501, -13.4
15-34, 2020-04-25, 12, 0.1649, -20.4
15-34, 2020-04-26, 8.8, 0.1218, -22.8
15-34, 2020-04-27, 7.2, 0.0989, -24.2
15-34, 2020-04-28, -1.8, -0.0321, -26.6
15-34, 2020-04-29, -13.8, -0.2462, -30
15-34, 2020-04-30, -24, -0.429, -35
15-34, 2020-05-01, -18.8, -0.3359, -32.2
15-34, 2020-05-02, -15.9, -0.2835, -36.3
15-34, 2020-05-03, -13.7, -0.2441, -36.5
15-34, 2020-05-04, -11.1, -0.1987, -35.4
15-34, 2020-05-05, -10.7, -0.1906, -37.3
15-34, 2020-05-06, -7.6, -0.1349, -37.6
15-34, 2020-05-07, 1, 0.0139, -34
15-34, 2020-05-08, -0.3, -0.005, -32.5
15-34, 2020-05-09, 15.1, 0.2079, -21.2
15-34, 2020-05-10, 21.4, 0.2951, -15.1
15-34, 2020-05-11, 19.8, 0.2722, -15.6
