Meldedatum, difference, group, trend, value
2020-03-05, , Inc_50-100, , 1
2020-03-06, , Inc_50-100, , 1
2020-03-07, , Inc_50-100, , 1
2020-03-08, , Inc_50-100, , 1
2020-03-09, , Inc_50-100, , 1
2020-03-10, , Inc_50-100, , 1
2020-03-11, , Inc_50-100, , 
2020-03-12, -1, Inc_50-100, -0.0074, 
2020-03-13, -1, Inc_50-100, -0.0074, 
2020-03-14, -1, Inc_50-100, -0.0074, 
2020-03-15, -1, Inc_50-100, -0.0074, 
2020-03-16, -1, Inc_50-100, -0.0074, 
2020-03-17, -1, Inc_50-100, -0.0074, 
2020-03-18, 3, Inc_50-100, 0.0294, 3
2020-03-19, 3, Inc_50-100, 0.0294, 3
2020-03-20, 10, Inc_50-100, 0.098, 10
2020-03-21, 21, Inc_50-100, 0.2059, 21
2020-03-22, 31, Inc_50-100, 0.3039, 31
2020-03-23, 37, Inc_50-100, 0.3627, 37
2020-03-24, 41, Inc_50-100, 0.402, 41
2020-03-25, 46, Inc_50-100, 0.451, 49
2020-03-26, 57, Inc_50-100, 0.5588, 60
2020-03-27, 61, Inc_50-100, 0.598, 71
2020-03-28, 57, Inc_50-100, 0.5588, 78
2020-03-29, 55, Inc_50-100, 0.5392, 86
2020-03-30, 55, Inc_50-100, 0.5392, 92
2020-03-31, 49, Inc_50-100, 0.4804, 90
2020-04-01, 46, Inc_50-100, 0.451, 95
2020-04-02, 36, Inc_50-100, 0.3529, 96
2020-04-03, 18, Inc_50-100, 0.1765, 89
2020-04-04, 17, Inc_50-100, 0.1667, 95
2020-04-05, 17, Inc_50-100, 0.1667, 103
2020-04-06, 4, Inc_50-100, 0.0392, 96
2020-04-07, 1, Inc_50-100, 0.0098, 91
2020-04-08, -5, Inc_50-100, -0.0368, 90
2020-04-09, , Inc_50-100, , 96
2020-04-10, , Inc_50-100, , 89
2020-04-11, -24, Inc_50-100, -0.1765, 71
2020-04-12, -49, Inc_50-100, -0.3603, 54
2020-04-13, -39, Inc_50-100, -0.2868, 57
2020-04-14, -39, Inc_50-100, -0.2868, 52
2020-04-15, -49, Inc_50-100, -0.3603, 41
2020-04-16, -60, Inc_50-100, -0.4412, 36
2020-04-17, -58, Inc_50-100, -0.4265, 31
2020-04-18, -36, Inc_50-100, -0.2647, 35
2020-04-19, -28, Inc_50-100, -0.2059, 26
2020-04-20, -33, Inc_50-100, -0.2426, 24
2020-04-21, -28, Inc_50-100, -0.2059, 24
2020-04-22, -14, Inc_50-100, -0.1029, 27
2020-04-23, -12, Inc_50-100, -0.0882, 24
2020-04-24, -9, Inc_50-100, -0.0662, 22
2020-04-25, -16, Inc_50-100, -0.1176, 19
2020-04-26, -8, Inc_50-100, -0.0588, 18
2020-04-27, -11, Inc_50-100, -0.0809, 13
2020-04-28, -14, Inc_50-100, -0.1029, 10
2020-04-29, -18, Inc_50-100, -0.1324, 9
2020-04-30, -17, Inc_50-100, -0.125, 7
2020-05-01, -15, Inc_50-100, -0.1103, 7
2020-05-02, -15, Inc_50-100, -0.1103, 4
2020-05-03, -14, Inc_50-100, -0.1029, 4
2020-05-04, -11, Inc_50-100, -0.0809, 2
2020-05-05, -8, Inc_50-100, -0.0588, 2
2020-05-06, -7, Inc_50-100, -0.0515, 2
2020-05-07, -5, Inc_50-100, -0.0368, 2
2020-05-08, -2, Inc_50-100, -0.0147, 5
2020-05-09, , Inc_50-100, , 4
2020-05-10, 1, Inc_50-100, 0.0098, 5
2020-05-11, 2, Inc_50-100, 0.0196, 4
2020-05-12, 1, Inc_50-100, 0.0098, 3
2020-05-13, 2, Inc_50-100, 0.0196, 4
2020-05-14, 3, Inc_50-100, 0.0294, 5
2020-05-15, , Inc_50-100, , 5
2020-05-16, 1, Inc_50-100, 0.0098, 5
2020-05-17, -1, Inc_50-100, -0.0074, 4
2020-05-18, 1, Inc_50-100, 0.0098, 5
2020-05-19, -1, Inc_50-100, -0.0074, 2
2020-05-20, -1, Inc_50-100, -0.0074, 3
2020-05-21, -4, Inc_50-100, -0.0294, 1
2020-05-22, -4, Inc_50-100, -0.0294, 1
2020-05-23, -4, Inc_50-100, -0.0294, 1
2020-05-24, -4, Inc_50-100, -0.0294, 
2020-05-25, -4, Inc_50-100, -0.0294, 1
2020-05-26, -1, Inc_50-100, -0.0074, 1
2020-05-27, -2, Inc_50-100, -0.0147, 1
2020-05-28, -1, Inc_50-100, -0.0074, 
2020-05-29, , Inc_50-100, , 1
2020-05-30, , Inc_50-100, , 1
2020-05-31, 1, Inc_50-100, 0.0098, 1
2020-06-01, , Inc_50-100, , 1
2020-06-02, , Inc_50-100, , 1
2020-06-03, -1, Inc_50-100, -0.0074, 
2020-06-04, , Inc_50-100, , 
2020-06-05, , Inc_50-100, , 1
2020-06-06, , Inc_50-100, , 1
2020-06-07, -1, Inc_50-100, -0.0074, 
2020-06-08, -1, Inc_50-100, -0.0074, 
2020-06-09, -1, Inc_50-100, -0.0074, 
2020-06-10, , Inc_50-100, , 
2020-06-11, 1, Inc_50-100, 0.0098, 1
2020-06-12, , Inc_50-100, , 1
2020-06-13, , Inc_50-100, , 1
2020-06-14, 1, Inc_50-100, 0.0098, 1
2020-06-15, 1, Inc_50-100, 0.0098, 1
2020-06-16, 1, Inc_50-100, 0.0098, 1
2020-06-17, , Inc_50-100, , 
2020-06-18, -1, Inc_50-100, -0.0074, 
2020-06-19, -1, Inc_50-100, -0.0074, 
2020-06-20, , Inc_50-100, , 1
2020-06-21, , Inc_50-100, , 1
2020-06-22, , Inc_50-100, , 1
2020-06-23, , Inc_50-100, , 1
2020-06-24, 2, Inc_50-100, 0.0196, 2
2020-06-25, 1, Inc_50-100, 0.0098, 1
2020-06-26, 1, Inc_50-100, 0.0098, 1
2020-06-27, -1, Inc_50-100, -0.0074, 
2020-06-28, -1, Inc_50-100, -0.0074, 
2020-06-29, , Inc_50-100, , 1
2020-06-30, , Inc_50-100, , 1
2020-07-01, -1, Inc_50-100, -0.0074, 1
2020-07-02, , Inc_50-100, , 1
2020-07-03, , Inc_50-100, , 1
2020-07-04, 1, Inc_50-100, 0.0098, 1
2020-07-05, 1, Inc_50-100, 0.0098, 1
2020-07-06, , Inc_50-100, , 1
2020-07-07, -1, Inc_50-100, -0.0074, 
2020-07-08, -1, Inc_50-100, -0.0074, 
2020-07-09, -1, Inc_50-100, -0.0074, 
2020-07-10, -1, Inc_50-100, -0.0074, 
2020-07-11, -1, Inc_50-100, -0.0074, 
2020-07-12, -1, Inc_50-100, -0.0074, 
2020-07-13, -1, Inc_50-100, -0.0074, 
2020-07-14, , Inc_50-100, , 
2020-07-15, , Inc_50-100, , 
2020-07-16, , Inc_50-100, , 
2020-07-17, , Inc_50-100, , 
2020-07-18, , Inc_50-100, , 
2020-07-19, , Inc_50-100, , 
2020-07-20, , Inc_50-100, , 
2020-07-21, , Inc_50-100, , 
2020-07-22, , Inc_50-100, , 
2020-07-23, , Inc_50-100, , 
2020-07-24, , Inc_50-100, , 
2020-07-25, , Inc_50-100, , 
