Altersgruppe, Meldedatum, difference, trend, value
>=80, 2020-03-05, , , 0.1
>=80, 2020-03-06, , , 0.1
>=80, 2020-03-07, , , 0.2
>=80, 2020-03-08, , , 0.3
>=80, 2020-03-09, , , 0.3
>=80, 2020-03-10, , , 0.5
>=80, 2020-03-11, , , 0.7
>=80, 2020-03-12, 0.7, 0.0093, 0.8
>=80, 2020-03-13, 1, 0.0125, 1.1
>=80, 2020-03-14, 1.2, 0.0156, 1.5
>=80, 2020-03-15, 1.5, 0.02, 1.8
>=80, 2020-03-16, 2, 0.0263, 2.4
>=80, 2020-03-17, 2.7, 0.0342, 3.1
>=80, 2020-03-18, 3.8, 0.0487, 4.5
>=80, 2020-03-19, 5.1, 0.0657, 5.9
>=80, 2020-03-20, 6.7, 0.0861, 7.8
>=80, 2020-03-21, 8.7, 0.1124, 10.2
>=80, 2020-03-22, 10.5, 0.1358, 12.4
>=80, 2020-03-23, 11.5, 0.148, 13.9
>=80, 2020-03-24, 13.1, 0.1689, 16.2
>=80, 2020-03-25, 15.2, 0.1954, 19.7
>=80, 2020-03-26, 17.9, 0.231, 23.9
>=80, 2020-03-27, 21.2, 0.2732, 29
>=80, 2020-03-28, 24.6, 0.3165, 34.8
>=80, 2020-03-29, 27.6, 0.3557, 40
>=80, 2020-03-30, 29, 0.3741, 42.9
>=80, 2020-03-31, 31.3, 0.4031, 47.5
>=80, 2020-04-01, 34.8, 0.4484, 54.5
>=80, 2020-04-02, 38, 0.489, 61.8
>=80, 2020-04-03, 40.6, 0.5228, 69.6
>=80, 2020-04-04, 41.8, 0.5387, 76.6
>=80, 2020-04-05, 39, 0.5019, 79
>=80, 2020-04-06, 37.8, 0.4867, 80.7
>=80, 2020-04-07, 35.2, 0.4536, 82.7
>=80, 2020-04-08, 29, 0.3736, 83.5
>=80, 2020-04-09, 22.5, 0.2902, 84.4
>=80, 2020-04-10, 13.1, 0.1691, 82.7
>=80, 2020-04-11, 0.6, 0.0079, 77.2
