Altersgruppe, Meldedatum, difference, trend, value
35-59, 2020-03-06, , , 0.1867
35-59, 2020-03-07, , , 0.2524
35-59, 2020-03-08, , , 0.2697
35-59, 2020-03-09, , , 0.2974
35-59, 2020-03-10, , , 0.332
35-59, 2020-03-11, , , 0.3804
35-59, 2020-03-12, , , 0.415
35-59, 2020-03-13, 0.3216, 0.1358, 0.5083
35-59, 2020-03-14, 0.3907, 0.165, 0.6432
35-59, 2020-03-15, 0.4634, 0.1956, 0.7331
35-59, 2020-03-16, 0.5256, 0.2219, 0.823
35-59, 2020-03-17, 0.6916, 0.292, 1.0235
35-59, 2020-03-18, 0.823, 0.3474, 1.2034
35-59, 2020-03-19, 1.1307, 0.4774, 1.5457
35-59, 2020-03-20, 1.2898, 0.5445, 1.7981
35-59, 2020-03-21, 1.3659, 0.5766, 2.0091
35-59, 2020-03-22, 1.5976, 0.6745, 2.3306
35-59, 2020-03-23, 1.6978, 0.7168, 2.5208
35-59, 2020-03-24, 1.7117, 0.7226, 2.7352
35-59, 2020-03-25, 1.9191, 0.8102, 3.1225
35-59, 2020-03-26, 1.9399, 0.819, 3.4856
35-59, 2020-03-27, 2.0367, 0.8599, 3.8348
35-59, 2020-03-28, 2.2338, 0.9431, 4.2429
35-59, 2020-03-29, 2.2062, 0.9314, 4.5368
35-59, 2020-03-30, 2.2027, 0.9299, 4.7235
35-59, 2020-03-31, 2.175, 0.9182, 4.9102
35-59, 2020-04-01, 1.9745, 0.8336, 5.097
35-59, 2020-04-02, 1.7117, 0.7226, 5.1973
35-59, 2020-04-03, 1.359, 0.5737, 5.1938
35-59, 2020-04-04, 0.8576, 0.362, 5.1004
35-59, 2020-04-05, 0.3631, 0.1533, 4.8999
35-59, 2020-04-06, -0.0588, -0.0305, 4.6647
35-59, 2020-04-07, -0.3735, -0.1935, 4.5368
35-59, 2020-04-08, -0.7469, -0.3871, 4.3501
35-59, 2020-04-09, -1.0443, -0.5412, 4.153
35-59, 2020-04-10, -1.2206, -0.6326, 3.9731
35-59, 2020-04-11, -1.48, -0.767, 3.6204
35-59, 2020-04-12, -1.4696, -0.7616, 3.4303
35-59, 2020-04-13, -1.2518, -0.6487, 3.413
35-59, 2020-04-14, -1.4523, -0.7527, 3.0845
35-59, 2020-04-15, -1.518, -0.7867, 2.832
35-59, 2020-04-16, -1.5768, -0.8172, 2.5761
35-59, 2020-04-17, -1.5664, -0.8118, 2.4067
35-59, 2020-04-18, -1.2518, -0.6487, 2.3687
35-59, 2020-04-19, -1.1619, -0.6022, 2.2684
35-59, 2020-04-20, -1.2137, -0.629, 2.1992
35-59, 2020-04-21, -0.8334, -0.4319, 2.2511
35-59, 2020-04-22, -0.7192, -0.3728, 2.1128
35-59, 2020-04-23, -0.6121, -0.3172, 1.9641
35-59, 2020-04-24, -0.6466, -0.3351, 1.7601
35-59, 2020-04-25, -0.7573, -0.3925, 1.6114
35-59, 2020-04-26, -0.7089, -0.3674, 1.5595
35-59, 2020-04-27, -0.7538, -0.3907, 1.4454
35-59, 2020-04-28, -0.8921, -0.4624, 1.359
35-59, 2020-04-29, -0.7849, -0.4068, 1.3278
35-59, 2020-04-30, -0.7435, -0.3853, 1.2206
35-59, 2020-05-01, -0.5291, -0.2742, 1.231
35-59, 2020-05-02, -0.491, -0.2545, 1.1204
35-59, 2020-05-03, -0.5636, -0.2921, 0.9959
35-59, 2020-05-04, -0.4495, -0.233, 0.9959
35-59, 2020-05-05, -0.415, -0.2151, 0.944
