Meldedatum, difference, trend, value
2020-03-06, , , 0.1106
2020-03-07, , , 0.1611
2020-03-08, , , 0.1816
2020-03-09, , , 0.1948
2020-03-10, , , 0.2224
2020-03-11, , , 0.2705
2020-03-12, , , 0.3222
2020-03-13, 0.2814, 0.1103, 0.392
2020-03-14, 0.3174, 0.1244, 0.4786
2020-03-15, 0.3655, 0.1433, 0.5471
2020-03-16, 0.4425, 0.1734, 0.6373
2020-03-17, 0.6096, 0.2389, 0.8321
2020-03-18, 0.7683, 0.3011, 1.0389
2020-03-19, 1.0401, 0.4076, 1.3623
2020-03-20, 1.3022, 0.5104, 1.6942
2020-03-21, 1.5595, 0.6112, 2.0381
2020-03-22, 1.883, 0.738, 2.4301
2020-03-23, 2.0501, 0.8035, 2.6874
2020-03-24, 2.2136, 0.8676, 3.0457
2020-03-25, 2.5659, 1.0057, 3.6048
2020-03-26, 2.8341, 1.1107, 4.1964
2020-03-27, 3.089, 1.2107, 4.7832
2020-03-28, 3.3331, 1.3063, 5.3711
2020-03-29, 3.4244, 1.3421, 5.8545
2020-03-30, 3.5098, 1.3756, 6.1972
2020-03-31, 3.5507, 1.3916, 6.5964
2020-04-01, 3.5062, 1.3742, 7.111
2020-04-02, 3.1804, 1.2465, 7.3767
2020-04-03, 2.7583, 1.0811, 7.5415
2020-04-04, 2.2834, 0.8949, 7.6545
2020-04-05, 1.6605, 0.6508, 7.515
2020-04-06, 1.1567, 0.4533, 7.3539
2020-04-07, 0.683, 0.2677, 7.2794
2020-04-08, -0.1287, -0.0571, 6.9824
2020-04-09, -0.5892, -0.2613, 6.7876
2020-04-10, -0.9751, -0.4325, 6.5663
2020-04-11, -1.6521, -0.7328, 6.0024
2020-04-12, -1.7242, -0.7648, 5.7908
2020-04-13, -1.6413, -0.728, 5.7126
2020-04-14, -2.0273, -0.8992, 5.2521
2020-04-15, -2.0862, -0.9253, 4.8962
2020-04-16, -2.1319, -0.9456, 4.6557
2020-04-17, -2.1703, -0.9627, 4.396
2020-04-18, -1.616, -0.7168, 4.3864
2020-04-19, -1.5739, -0.6981, 4.2168
2020-04-20, -1.6389, -0.7269, 4.0737
2020-04-21, -1.1375, -0.5045, 4.1146
2020-04-22, -0.9956, -0.4416, 3.9006
2020-04-23, -1.0485, -0.4651, 3.6072
2020-04-24, -1.1086, -0.4917, 3.2874
2020-04-25, -1.3407, -0.5947, 3.0457
2020-04-26, -1.3347, -0.592, 2.8822
2020-04-27, -1.3731, -0.6091, 2.7006
2020-04-28, -1.6317, -0.7237, 2.483
2020-04-29, -1.5307, -0.6789, 2.3699
2020-04-30, -1.4766, -0.6549, 2.1307
2020-05-01, -1.2216, -0.5419, 2.0657
2020-05-02, -1.1868, -0.5264, 1.8589
