Altersgruppe, Meldedatum, difference, trend, value
0-4, 2020-03-22, , , 0.4039
0-4, 2020-03-23, , , 0.4291
0-4, 2020-03-24, , , 0.5049
0-4, 2020-03-25, , , 0.6311
0-4, 2020-03-26, , , 0.7068
0-4, 2020-03-27, , , 0.6563
0-4, 2020-03-28, , , 0.7826
0-4, 2020-03-29, 0.3534, 0.3333, 0.7573
0-4, 2020-03-30, 0.3787, 0.3571, 0.8078
0-4, 2020-03-31, 0.2777, 0.2619, 0.7826
0-4, 2020-04-01, 0.1515, 0.1429, 0.7826
0-4, 2020-04-02, 0.0505, 0.0476, 0.7573
0-4, 2020-04-03, 0.1262, 0.119, 0.7826
0-4, 2020-04-04, -0.0252, -0.0227, 0.7573
0-4, 2020-04-05, , , 0.7573
0-4, 2020-04-06, -0.1262, -0.1136, 0.6816
0-4, 2020-04-07, -0.0505, -0.0455, 0.7321
0-4, 2020-04-08, , , 0.7826
0-4, 2020-04-09, 0.0252, 0.0238, 0.7826
0-4, 2020-04-10, -0.0505, -0.0455, 0.7321
0-4, 2020-04-11, -0.101, -0.0909, 0.6563
0-4, 2020-04-12, -0.1767, -0.1591, 0.5806
0-4, 2020-04-13, -0.0757, -0.0682, 0.6059
0-4, 2020-04-15, -0.1767, -0.1591, 0.5554
0-4, 2020-04-16, -0.4039, -0.3636, 0.3787
0-4, 2020-04-17, -0.4291, -0.3864, 0.3534
0-4, 2020-04-18, -0.4039, -0.3636, 0.3282
0-4, 2020-04-20, -0.3534, -0.3182, 0.3029
0-4, 2020-04-21, -0.1767, -0.1591, 0.4039
0-4, 2020-04-22, -0.202, -0.1818, 0.4039
0-4, 2020-04-23, -0.1767, -0.1591, 0.3787
0-4, 2020-04-24, 0.0505, 0.0476, 0.4291
0-4, 2020-04-25, 0.1262, 0.119, 0.4796
0-4, 2020-04-26, 0.1767, 0.1667, 0.5049
0-4, 2020-04-27, 0.202, 0.1905, 0.5049
0-4, 2020-04-29, 0.0252, 0.0238, 0.4291
0-4, 2020-04-30, 0.0505, 0.0476, 0.4544
0-4, 2020-05-01, 0.101, 0.0952, 0.4796
0-4, 2020-05-02, 0.1262, 0.119, 0.5554
0-4, 2020-05-03, 0.0757, 0.0714, 0.5554
0-4, 2020-05-04, , , 0.5049
0-4, 2020-05-05, 0.0252, 0.0238, 0.5301
0-4, 2020-05-06, 0.0757, 0.0714, 0.5049
0-4, 2020-05-07, , , 0.4544
0-4, 2020-05-08, -0.0252, -0.0227, 0.4544
0-4, 2020-05-09, -0.2272, -0.2045, 0.3282
0-4, 2020-05-10, -0.2777, -0.25, 0.2777
0-4, 2020-05-12, -0.202, -0.1818, 0.3029
