Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-05, , , 0.8
15-34, 2020-03-06, , , 1.1
15-34, 2020-03-07, , , 1.2
15-34, 2020-03-08, , , 1.3
15-34, 2020-03-09, , , 1.3
15-34, 2020-03-10, , , 1.7
15-34, 2020-03-11, , , 2.4
15-34, 2020-03-12, 2.3, 0.0274, 3.1
15-34, 2020-03-13, 2.8, 0.0332, 3.9
15-34, 2020-03-14, 4.4, 0.0517, 5.5
15-34, 2020-03-15, 5.8, 0.0688, 7.1
15-34, 2020-03-16, 7, 0.0825, 8.3
15-34, 2020-03-17, 8.8, 0.1048, 10.6
15-34, 2020-03-18, 11.6, 0.1381, 14
15-34, 2020-03-19, 15, 0.1784, 18.2
15-34, 2020-03-20, 18.9, 0.224, 22.8
15-34, 2020-03-21, 21.2, 0.2514, 26.7
15-34, 2020-03-22, 22.6, 0.2685, 29.8
15-34, 2020-03-23, 23.2, 0.2753, 31.5
15-34, 2020-03-24, 23.2, 0.2756, 33.8
15-34, 2020-03-25, 22.2, 0.2627, 36.2
15-34, 2020-03-26, 20.2, 0.2397, 38.4
15-34, 2020-03-27, 17.7, 0.2099, 40.5
15-34, 2020-03-28, 15.6, 0.1853, 42.3
15-34, 2020-03-29, 13.9, 0.1645, 43.6
15-34, 2020-03-30, 13.1, 0.1552, 44.6
15-34, 2020-03-31, 10.8, 0.1284, 44.6
15-34, 2020-04-01, 9, 0.1072, 45.2
15-34, 2020-04-02, 7.1, 0.0839, 45.4
15-34, 2020-04-03, 5, 0.0592, 45.5
15-34, 2020-04-04, 2.8, 0.0333, 45.2
15-34, 2020-04-05, 0.4, 0.0045, 44
15-34, 2020-04-06, -1.6, -0.0228, 43
15-34, 2020-04-07, -2.3, -0.0322, 42.4
15-34, 2020-04-08, -3.9, -0.056, 41.3
15-34, 2020-04-09, -5.5, -0.0781, 40
15-34, 2020-04-10, -7.2, -0.1029, 38.2
15-34, 2020-04-11, -10.1, -0.1444, 35
15-34, 2020-04-12, -10.4, -0.1485, 33.6
15-34, 2020-04-13, -10.2, -0.1458, 32.8
15-34, 2020-04-14, -12.2, -0.1736, 30.2
15-34, 2020-04-15, -14.3, -0.2031, 27
15-34, 2020-04-16, -15.1, -0.2144, 24.9
