Meldedatum, difference, group, trend, value
2020-03-05, , Inc_5-50, , 1
2020-03-06, , Inc_5-50, , 2
2020-03-07, , Inc_5-50, , 7
2020-03-08, , Inc_5-50, , 8
2020-03-09, , Inc_5-50, , 9
2020-03-10, , Inc_5-50, , 11
2020-03-11, , Inc_5-50, , 20
2020-03-12, 42, Inc_5-50, 0.2211, 43
2020-03-13, 64, Inc_5-50, 0.3368, 66
2020-03-14, 128, Inc_5-50, 0.6737, 135
2020-03-15, 167, Inc_5-50, 0.8789, 175
2020-03-16, 184, Inc_5-50, 0.9684, 193
2020-03-17, 237, Inc_5-50, 1.2474, 248
2020-03-18, 266, Inc_5-50, 1.4, 286
2020-03-19, 291, Inc_5-50, 1.5316, 334
2020-03-20, 291, Inc_5-50, 1.5316, 357
2020-03-21, 223, Inc_5-50, 1.1737, 358
2020-03-22, 180, Inc_5-50, 0.9474, 355
2020-03-23, 157, Inc_5-50, 0.8263, 350
2020-03-24, 106, Inc_5-50, 0.5579, 354
2020-03-25, 59, Inc_5-50, 0.3105, 345
2020-03-26, -2, Inc_5-50, -0.0125, 332
2020-03-27, -37, Inc_5-50, -0.2312, 320
2020-03-28, -50, Inc_5-50, -0.3125, 308
2020-03-29, -55, Inc_5-50, -0.3438, 300
2020-03-30, -58, Inc_5-50, -0.3625, 292
2020-03-31, -58, Inc_5-50, -0.3625, 296
2020-04-01, -58, Inc_5-50, -0.3625, 287
2020-04-02, -54, Inc_5-50, -0.3375, 278
2020-04-03, -35, Inc_5-50, -0.2188, 285
2020-04-04, -32, Inc_5-50, -0.2, 276
2020-04-05, -25, Inc_5-50, -0.1562, 275
2020-04-06, -12, Inc_5-50, -0.075, 280
2020-04-07, -18, Inc_5-50, -0.1125, 278
2020-04-08, -6, Inc_5-50, -0.0375, 281
2020-04-09, 1, Inc_5-50, 0.0053, 279
2020-04-10, 2, Inc_5-50, 0.0105, 287
2020-04-11, 24, Inc_5-50, 0.1263, 300
2020-04-12, 36, Inc_5-50, 0.1895, 311
2020-04-13, 32, Inc_5-50, 0.1684, 312
2020-04-14, 39, Inc_5-50, 0.2053, 317
2020-04-15, 38, Inc_5-50, 0.2, 319
2020-04-16, 38, Inc_5-50, 0.2, 317
2020-04-17, 26, Inc_5-50, 0.1368, 313
2020-04-18, 18, Inc_5-50, 0.0947, 318
2020-04-19, 12, Inc_5-50, 0.0632, 323
2020-04-20, 6, Inc_5-50, 0.0316, 318
2020-04-21, 2, Inc_5-50, 0.0105, 319
2020-04-22, -3, Inc_5-50, -0.0188, 316
2020-04-23, -9, Inc_5-50, -0.0562, 308
2020-04-24, -16, Inc_5-50, -0.1, 297
2020-04-25, -27, Inc_5-50, -0.1688, 291
2020-04-26, -35, Inc_5-50, -0.2188, 288
2020-04-27, -33, Inc_5-50, -0.2062, 285
2020-04-28, -37, Inc_5-50, -0.2312, 282
2020-04-29, -40, Inc_5-50, -0.25, 276
2020-04-30, -45, Inc_5-50, -0.2812, 263
2020-05-01, -43, Inc_5-50, -0.2688, 254
2020-05-02, -43, Inc_5-50, -0.2688, 248
2020-05-03, -50, Inc_5-50, -0.3125, 238
2020-05-04, -52, Inc_5-50, -0.325, 233
2020-05-05, -47, Inc_5-50, -0.2938, 235
2020-05-06, -52, Inc_5-50, -0.325, 224
2020-05-07, -55, Inc_5-50, -0.3438, 208
2020-05-08, -63, Inc_5-50, -0.3938, 191
2020-05-09, -52, Inc_5-50, -0.325, 196
2020-05-10, -39, Inc_5-50, -0.2438, 199
2020-05-11, -34, Inc_5-50, -0.2125, 199
2020-05-12, -37, Inc_5-50, -0.2312, 198
2020-05-13, -35, Inc_5-50, -0.2188, 189
2020-05-14, -37, Inc_5-50, -0.2312, 171
2020-05-15, -30, Inc_5-50, -0.1875, 161
2020-05-16, -34, Inc_5-50, -0.2125, 162
2020-05-17, -44, Inc_5-50, -0.275, 155
2020-05-18, -50, Inc_5-50, -0.3125, 149
2020-05-19, -54, Inc_5-50, -0.3375, 144
2020-05-20, -60, Inc_5-50, -0.375, 129
2020-05-21, -33, Inc_5-50, -0.2062, 138
2020-05-22, -43, Inc_5-50, -0.2688, 118
2020-05-23, -48, Inc_5-50, -0.3, 114
2020-05-24, -39, Inc_5-50, -0.2438, 116
2020-05-25, -39, Inc_5-50, -0.2438, 110
2020-05-26, -36, Inc_5-50, -0.225, 108
2020-05-27, -25, Inc_5-50, -0.1562, 104
2020-05-28, -39, Inc_5-50, -0.2438, 99
2020-05-29, -16, Inc_5-50, -0.1, 102
2020-05-30, -14, Inc_5-50, -0.0875, 100
2020-05-31, -15, Inc_5-50, -0.0938, 101
2020-06-01, -14, Inc_5-50, -0.0875, 96
2020-06-02, -18, Inc_5-50, -0.1125, 90
2020-06-03, -28, Inc_5-50, -0.175, 76
2020-06-04, -38, Inc_5-50, -0.2375, 61
2020-06-05, -44, Inc_5-50, -0.275, 58
2020-06-06, -43, Inc_5-50, -0.2688, 57
2020-06-07, -44, Inc_5-50, -0.275, 57
2020-06-08, -41, Inc_5-50, -0.2562, 55
2020-06-09, -33, Inc_5-50, -0.2062, 57
2020-06-10, -17, Inc_5-50, -0.1062, 59
2020-06-11, -4, Inc_5-50, -0.025, 57
2020-06-12, -3, Inc_5-50, -0.0188, 55
2020-06-13, -10, Inc_5-50, -0.0625, 47
2020-06-14, -14, Inc_5-50, -0.0875, 43
2020-06-15, -10, Inc_5-50, -0.0625, 45
2020-06-16, -14, Inc_5-50, -0.0875, 43
2020-06-17, -11, Inc_5-50, -0.0688, 48
2020-06-18, 1, Inc_5-50, 0.0053, 58
2020-06-19, 11, Inc_5-50, 0.0579, 66
2020-06-20, 21, Inc_5-50, 0.1105, 68
2020-06-21, 23, Inc_5-50, 0.1211, 66
2020-06-22, 22, Inc_5-50, 0.1158, 67
2020-06-23, 28, Inc_5-50, 0.1474, 71
2020-06-24, 17, Inc_5-50, 0.0895, 65
2020-06-25, 13, Inc_5-50, 0.0684, 71
2020-06-26, -3, Inc_5-50, -0.0188, 63
2020-06-27, , Inc_5-50, , 68
2020-06-28, 2, Inc_5-50, 0.0105, 68
2020-06-29, 3, Inc_5-50, 0.0158, 70
2020-06-30, , Inc_5-50, , 71
2020-07-01, 4, Inc_5-50, 0.0211, 69
2020-07-02, -1, Inc_5-50, -0.0062, 70
2020-07-03, , Inc_5-50, , 63
2020-07-04, -6, Inc_5-50, -0.0375, 62
2020-07-05, -4, Inc_5-50, -0.025, 64
2020-07-06, -6, Inc_5-50, -0.0375, 64
2020-07-07, -6, Inc_5-50, -0.0375, 65
2020-07-08, -2, Inc_5-50, -0.0125, 67
2020-07-09, -8, Inc_5-50, -0.05, 62
2020-07-10, -3, Inc_5-50, -0.0188, 60
2020-07-11, -2, Inc_5-50, -0.0125, 60
2020-07-12, -2, Inc_5-50, -0.0125, 62
2020-07-13, -1, Inc_5-50, -0.0062, 63
2020-07-14, 3, Inc_5-50, 0.0158, 68
2020-07-15, 3, Inc_5-50, 0.0158, 70
2020-07-16, 8, Inc_5-50, 0.0421, 70
2020-07-17, 19, Inc_5-50, 0.1, 79
2020-07-18, 17, Inc_5-50, 0.0895, 77
2020-07-19, 21, Inc_5-50, 0.1105, 83
2020-07-20, 21, Inc_5-50, 0.1105, 84
2020-07-21, 27, Inc_5-50, 0.1421, 95
2020-07-22, 30, Inc_5-50, 0.1579, 100
2020-07-23, 31, Inc_5-50, 0.1632, 101
2020-07-24, 20, Inc_5-50, 0.1053, 99
2020-07-25, 37, Inc_5-50, 0.1947, 114
2020-07-26, 27, Inc_5-50, 0.1421, 110
2020-07-27, 28, Inc_5-50, 0.1474, 112
2020-07-28, 9, Inc_5-50, 0.0474, 104
2020-07-29, 19, Inc_5-50, 0.1, 119
2020-07-30, 32, Inc_5-50, 0.1684, 133
2020-07-31, 44, Inc_5-50, 0.2316, 143
2020-08-01, 20, Inc_5-50, 0.1053, 134
2020-08-02, 35, Inc_5-50, 0.1842, 145
2020-08-03, 31, Inc_5-50, 0.1632, 143
2020-08-04, 45, Inc_5-50, 0.2368, 149
2020-08-05, 33, Inc_5-50, 0.1737, 152
2020-08-06, 28, Inc_5-50, 0.1474, 161
2020-08-07, 23, Inc_5-50, 0.1211, 166
2020-08-08, 34, Inc_5-50, 0.1789, 168
2020-08-09, 23, Inc_5-50, 0.1211, 168
2020-08-10, 24, Inc_5-50, 0.1263, 167
2020-08-11, 24, Inc_5-50, 0.1263, 173
2020-08-12, 31, Inc_5-50, 0.1632, 183
2020-08-13, 40, Inc_5-50, 0.2105, 201
2020-08-14, 44, Inc_5-50, 0.2316, 210
2020-08-15, 56, Inc_5-50, 0.2947, 224
2020-08-16, 60, Inc_5-50, 0.3158, 228
2020-08-17, 65, Inc_5-50, 0.3421, 232
2020-08-18, 83, Inc_5-50, 0.4368, 256
2020-08-19, 91, Inc_5-50, 0.4789, 274
2020-08-20, 80, Inc_5-50, 0.4211, 281
2020-08-21, 79, Inc_5-50, 0.4158, 289
2020-08-22, 68, Inc_5-50, 0.3579, 292
2020-08-23, 67, Inc_5-50, 0.3526, 295
2020-08-24, 58, Inc_5-50, 0.3053, 290
2020-08-25, 33, Inc_5-50, 0.1737, 289
2020-08-26, 8, Inc_5-50, 0.0421, 282
2020-08-27, -7, Inc_5-50, -0.0438, 274
2020-08-28, -14, Inc_5-50, -0.0875, 275
2020-08-29, -14, Inc_5-50, -0.0875, 278
2020-08-30, -24, Inc_5-50, -0.15, 271
2020-08-31, -18, Inc_5-50, -0.1125, 272
2020-09-01, -25, Inc_5-50, -0.1562, 264
2020-09-02, -26, Inc_5-50, -0.1625, 256
2020-09-03, -23, Inc_5-50, -0.1438, 251
2020-09-04, -20, Inc_5-50, -0.125, 255
2020-09-05, -23, Inc_5-50, -0.1438, 255
2020-09-06, -11, Inc_5-50, -0.0688, 260
2020-09-07, -11, Inc_5-50, -0.0688, 261
2020-09-08, , Inc_5-50, , 264
2020-09-09, 3, Inc_5-50, 0.0158, 259
2020-09-10, 21, Inc_5-50, 0.1105, 272
2020-09-11, 26, Inc_5-50, 0.1368, 281
2020-09-12, 27, Inc_5-50, 0.1421, 282
2020-09-13, 30, Inc_5-50, 0.1579, 290
2020-09-14, 24, Inc_5-50, 0.1263, 285
2020-09-15, 24, Inc_5-50, 0.1263, 288
2020-09-16, 39, Inc_5-50, 0.2053, 298
2020-09-17, 24, Inc_5-50, 0.1263, 296
2020-09-18, 19, Inc_5-50, 0.1, 300
2020-09-19, 32, Inc_5-50, 0.1684, 314
2020-09-20, 20, Inc_5-50, 0.1053, 310
2020-09-21, 25, Inc_5-50, 0.1316, 310
2020-09-22, 26, Inc_5-50, 0.1368, 314
2020-09-23, 20, Inc_5-50, 0.1053, 318
2020-09-24, 28, Inc_5-50, 0.1474, 324
2020-09-25, 21, Inc_5-50, 0.1105, 321
2020-09-26, 4, Inc_5-50, 0.0211, 318
2020-09-27, 6, Inc_5-50, 0.0316, 316
2020-09-28, 7, Inc_5-50, 0.0368, 317
2020-09-29, 4, Inc_5-50, 0.0211, 318
2020-09-30, , Inc_5-50, , 318
2020-10-01, 2, Inc_5-50, 0.0105, 326
2020-10-02, , Inc_5-50, , 321
2020-10-03, 8, Inc_5-50, 0.0421, 326
2020-10-04, 15, Inc_5-50, 0.0789, 331
2020-10-05, 18, Inc_5-50, 0.0947, 335
2020-10-06, 23, Inc_5-50, 0.1211, 341
2020-10-07, 27, Inc_5-50, 0.1421, 345
2020-10-08, 12, Inc_5-50, 0.0632, 338
2020-10-09, 17, Inc_5-50, 0.0895, 338
2020-10-10, 6, Inc_5-50, 0.0316, 332
2020-10-11, 2, Inc_5-50, 0.0105, 333
2020-10-12, -1, Inc_5-50, -0.0062, 334
2020-10-13, -6, Inc_5-50, -0.0375, 335
2020-10-14, -16, Inc_5-50, -0.1, 329
2020-10-15, -20, Inc_5-50, -0.125, 318
2020-10-16, -30, Inc_5-50, -0.1875, 308
2020-10-17, -35, Inc_5-50, -0.2188, 297
2020-10-18, -48, Inc_5-50, -0.3, 285
2020-10-19, -60, Inc_5-50, -0.375, 274
2020-10-20, -80, Inc_5-50, -0.5, 255
2020-10-21, -93, Inc_5-50, -0.5812, 236
2020-10-22, -116, Inc_5-50, -0.725, 202
2020-10-23, -135, Inc_5-50, -0.8438, 173
2020-10-24, -143, Inc_5-50, -0.8938, 154
2020-10-25, -157, Inc_5-50, -0.9812, 128
2020-10-26, -160, Inc_5-50, -1, 114
2020-10-27, -148, Inc_5-50, -0.925, 107
2020-10-28, -149, Inc_5-50, -0.9312, 87
2020-10-29, -129, Inc_5-50, -0.8062, 73
2020-10-30, -119, Inc_5-50, -0.7438, 54
2020-10-31, -105, Inc_5-50, -0.6562, 49
2020-11-01, -83, Inc_5-50, -0.5188, 45
2020-11-02, -69, Inc_5-50, -0.4312, 45
2020-11-03, -69, Inc_5-50, -0.4312, 38
2020-11-04, -47, Inc_5-50, -0.2938, 40
2020-11-05, -37, Inc_5-50, -0.2312, 36
2020-11-06, -21, Inc_5-50, -0.1312, 33
2020-11-07, -17, Inc_5-50, -0.1062, 32
2020-11-08, -16, Inc_5-50, -0.1, 29
2020-11-09, -18, Inc_5-50, -0.1125, 27
2020-11-10, -12, Inc_5-50, -0.075, 26
