Altersgruppe, Meldedatum, difference, trend, value
60-79, 2020-03-06, , , 0.0941
60-79, 2020-03-07, , , 0.1495
60-79, 2020-03-08, , , 0.1994
60-79, 2020-03-09, , , 0.2049
60-79, 2020-03-10, , , 0.2492
60-79, 2020-03-11, , , 0.3046
60-79, 2020-03-12, , , 0.4375
60-79, 2020-03-13, 0.4596, 0.102, 0.5538
60-79, 2020-03-14, 0.5095, 0.113, 0.659
60-79, 2020-03-15, 0.5206, 0.1155, 0.7199
60-79, 2020-03-16, 0.6535, 0.145, 0.8584
60-79, 2020-03-17, 1.0079, 0.2236, 1.2571
60-79, 2020-03-18, 1.3568, 0.301, 1.6614
60-79, 2020-03-19, 1.7334, 0.3845, 2.1709
60-79, 2020-03-20, 2.2705, 0.5037, 2.8243
60-79, 2020-03-21, 2.8188, 0.6253, 3.4778
60-79, 2020-03-22, 3.4834, 0.7727, 4.2033
60-79, 2020-03-23, 3.9098, 0.8673, 4.7681
60-79, 2020-03-24, 4.2587, 0.9447, 5.5158
60-79, 2020-03-25, 5.0174, 1.113, 6.6787
60-79, 2020-03-26, 5.7428, 1.274, 7.9137
60-79, 2020-03-27, 6.3575, 1.4103, 9.1819
60-79, 2020-03-28, 6.9889, 1.5504, 10.4667
60-79, 2020-03-29, 7.382, 1.6376, 11.5853
60-79, 2020-03-30, 7.5316, 1.6708, 12.2997
60-79, 2020-03-31, 7.5039, 1.6646, 13.0197
60-79, 2020-04-01, 7.371, 1.6351, 14.0497
60-79, 2020-04-02, 6.5181, 1.4459, 14.4318
60-79, 2020-04-03, 5.4216, 1.2027, 14.6035
60-79, 2020-04-04, 4.1756, 0.9263, 14.6423
60-79, 2020-04-05, 2.5862, 0.5737, 14.1715
60-79, 2020-04-06, 1.4897, 0.3305, 13.7894
60-79, 2020-04-07, 0.504, 0.1118, 13.5236
60-79, 2020-04-08, -1.4232, -0.3482, 12.6265
60-79, 2020-04-09, -2.2927, -0.561, 12.1391
60-79, 2020-04-10, -2.9849, -0.7304, 11.6186
60-79, 2020-04-11, -4.0981, -1.0027, 10.5442
60-79, 2020-04-12, -4.0814, -0.9986, 10.0901
60-79, 2020-04-13, -4.0095, -0.981, 9.78
60-79, 2020-04-14, -4.5799, -1.1206, 8.9437
60-79, 2020-04-15, -4.2753, -1.0461, 8.3512
60-79, 2020-04-16, -4.1756, -1.0217, 7.9635
60-79, 2020-04-17, -4.0814, -0.9986, 7.5371
60-79, 2020-04-18, -3.0735, -0.752, 7.4707
60-79, 2020-04-19, -2.8631, -0.7005, 7.227
60-79, 2020-04-20, -2.6748, -0.6545, 7.1052
60-79, 2020-04-21, -1.9161, -0.4688, 7.0276
60-79, 2020-04-22, -1.7278, -0.4228, 6.6234
60-79, 2020-04-23, -1.8995, -0.4648, 6.064
60-79, 2020-04-24, -2.1764, -0.5325, 5.3607
60-79, 2020-04-25, -2.4699, -0.6043, 5.0007
60-79, 2020-04-26, -2.5696, -0.6287, 4.6574
60-79, 2020-04-27, -2.8243, -0.6911, 4.2808
60-79, 2020-04-28, -2.8797, -0.7046, 4.1479
60-79, 2020-04-29, -2.6914, -0.6585, 3.9319
60-79, 2020-04-30, -2.4699, -0.6043, 3.5941
60-79, 2020-05-01, -1.822, -0.4458, 3.5387
60-79, 2020-05-02, -1.8164, -0.4444, 3.1843
60-79, 2020-05-03, -1.7112, -0.4187, 2.9462
60-79, 2020-05-04, -1.4343, -0.3509, 2.8465
60-79, 2020-05-05, -1.5838, -0.3875, 2.5641
60-79, 2020-05-06, -1.5562, -0.3808, 2.3758
60-79, 2020-05-07, -1.3568, -0.332, 2.2373
60-79, 2020-05-08, -1.4066, -0.3442, 2.1321
60-79, 2020-05-09, -1.0522, -0.2575, 2.1321
60-79, 2020-05-10, -0.8528, -0.2087, 2.0933
60-79, 2020-05-11, -0.7255, -0.1775, 2.121
60-79, 2020-05-12, -0.5649, -0.1382, 1.9992
60-79, 2020-05-13, -0.4541, -0.1111, 1.9217
60-79, 2020-05-14, -0.4873, -0.1192, 1.75
60-79, 2020-05-15, -0.5704, -0.1396, 1.5617
60-79, 2020-05-16, -0.6812, -0.1667, 1.4509
60-79, 2020-05-17, -0.7199, -0.1762, 1.3734
60-79, 2020-05-18, -0.8362, -0.2046, 1.2848
60-79, 2020-05-19, -0.7587, -0.1856, 1.2405
60-79, 2020-05-20, -0.8418, -0.206, 1.0799
60-79, 2020-05-21, -0.6756, -0.1653, 1.0744
