Altersgruppe, Week, difference, trend, value
60-79, 2020-12, , , 11.1
60-79, 2020-13, 3.6, 1.0588, 14.7
60-79, 2020-14, -1.8, -0.4865, 12.9
60-79, 2020-15, -3.7, -1, 9.2
60-79, 2020-16, -2.2, -0.5946, 7
60-79, 2020-17, -2.3, -0.6216, 4.7
60-79, 2020-18, -1.3, -0.3514, 3.4
60-79, 2020-19, -1.3, -0.3514, 2.1
60-79, 2020-20, -0.8, -0.2162, 1.3
60-79, 2020-21, -0.2, -0.0541, 1.1
60-79, 2020-22, -0.3, -0.0811, 0.8
60-79, 2020-23, -0.2, -0.0541, 0.6
60-79, 2020-24, -0.2, -0.0541, 0.4
60-79, 2020-25, , , 0.4
60-79, 2020-26, , , 0.4
60-79, 2020-27, -0.1, -0.027, 0.3
60-79, 2020-28, , , 0.3
60-79, 2020-29, 0.1, 0.0294, 0.4
60-79, 2020-30, , , 0.4
60-79, 2020-31, 0.1, 0.0294, 0.5
60-79, 2020-32, , , 0.5
60-79, 2020-33, -0.1, -0.027, 0.4
60-79, 2020-34, 0.1, 0.0294, 0.5
60-79, 2020-35, -0.1, -0.027, 0.4
60-79, 2020-36, 0.1, 0.0294, 0.5
60-79, 2020-37, 0.1, 0.0294, 0.6
60-79, 2020-38, 0.2, 0.0588, 0.8
60-79, 2020-39, , , 0.8
60-79, 2020-40, 0.4, 0.1176, 1.2
60-79, 2020-41, 0.7, 0.2059, 1.9
60-79, 2020-42, 1.3, 0.3824, 3.2
60-79, 2020-43, 2, 0.5882, 5.2
60-79, 2020-44, 1.9, 0.5588, 7.1
60-79, 2020-45, 0.8, 0.2353, 7.9
60-79, 2020-46, 1.1, 0.3235, 9
60-79, 2020-47, 0.5, 0.1471, 9.5
60-79, 2020-48, 0.2, 0.0588, 9.7
60-79, 2020-49, 0.9, 0.2647, 10.6
60-79, 2020-50, 1.3, 0.3824, 11.9
60-79, 2020-51, 1, 0.2941, 12.9
60-79, 2020-52, 3.4, 1, 16.3
60-79, 2020-53, 0.9, 0.2647, 17.2
60-79, 2021-01, -3.7, -1, 13.5
60-79, 2021-02, -3, -0.8108, 10.5
60-79, 2021-03, -0.8, -0.2162, 9.7
60-79, 2021-04, -0.8, -0.2162, 8.9
60-79, 2021-05, -1.6, -0.4324, 7.3
60-79, 2021-06, -1, -0.2703, 6.3
60-79, 2021-07, -0.5, -0.1351, 5.8
60-79, 2021-08, , , 5.8
60-79, 2021-09, -0.4, -0.1081, 5.4
60-79, 2021-10, 0.4, 0.1176, 5.8
60-79, 2021-11, 0.9, 0.2647, 6.7
60-79, 2021-12, 1.4, 0.4118, 8.1
60-79, 2021-13, 1.9, 0.5588, 10
60-79, 2021-14, 0.2, 0.0588, 10.2
60-79, 2021-15, -0.1, -0.027, 10.1
60-79, 2021-16, 0.3, 0.0882, 10.4
60-79, 2021-17, -0.7, -0.1892, 9.7
60-79, 2021-18, -1.1, -0.2973, 8.6
60-79, 2021-19, -1.3, -0.3514, 7.3
60-79, 2021-20, -2.2, -0.5946, 5.1
60-79, 2021-21, -1.7, -0.4595, 3.4
60-79, 2021-22, -1.2, -0.3243, 2.2
60-79, 2021-23, -0.7, -0.1892, 1.5
60-79, 2021-24, -0.7, -0.1892, 0.8
60-79, 2021-25, -0.2, -0.0541, 0.6
60-79, 2021-26, -0.1, -0.027, 0.5
60-79, 2021-27, -0.1, -0.027, 0.4
60-79, 2021-28, 0.1, 0.0294, 0.5
60-79, 2021-29, 0.1, 0.0294, 0.6
60-79, 2021-30, 0.3, 0.0882, 0.9
60-79, 2021-31, 0.1, 0.0294, 1
60-79, 2021-32, 0.5, 0.1471, 1.5
60-79, 2021-33, 0.6, 0.1765, 2.1
60-79, 2021-34, 0.8, 0.2353, 2.9
60-79, 2021-35, 0.7, 0.2059, 3.6
60-79, 2021-36, , , 3.6
