Altersgruppe, Meldedatum, difference, trend, value
5-14, 2020-03-05, , , 
5-14, 2020-03-06, , , 
5-14, 2020-03-07, , , 
5-14, 2020-03-08, , , 
5-14, 2020-03-09, , , 
5-14, 2020-03-10, , , 
5-14, 2020-03-11, , , 
5-14, 2020-03-12, , , 1533.3333
5-14, 2020-03-13, , , 1325
5-14, 2020-03-14, , , 1033.3333
5-14, 2020-03-15, , , 1085.7143
5-14, 2020-03-16, , , 1287.5
5-14, 2020-03-17, , , 1081.8182
5-14, 2020-03-18, , , 488
5-14, 2020-03-19, -1247.619, -16.058, 285.7143
5-14, 2020-03-20, -1017.9825, -13.1023, 307.0175
5-14, 2020-03-21, -762.7451, -9.8172, 270.5882
5-14, 2020-03-22, -861.6179, -11.0898, 224.0964
5-14, 2020-03-23, -1100.1126, -14.1594, 187.3874
5-14, 2020-03-24, -909.5105, -11.7062, 172.3077
5-14, 2020-03-25, -342.4218, -4.4073, 145.5782
5-14, 2020-03-26, -179.8942, -2.3154, 105.8201
5-14, 2020-03-27, -218.2244, -2.8087, 88.7931
5-14, 2020-03-28, -182.493, -2.3488, 88.0952
5-14, 2020-03-29, -134.5053, -1.7312, 89.5911
5-14, 2020-03-30, -117.4814, -1.5121, 69.906
5-14, 2020-03-31, -118.9179, -1.5306, 53.3898
5-14, 2020-04-01, -87.6835, -1.1286, 57.8947
5-14, 2020-04-02, -60.0618, -0.773, 45.7584
5-14, 2020-04-03, -52.4917, -0.6756, 36.3014
5-14, 2020-04-04, -59.8252, -0.77, 28.27
5-14, 2020-04-05, -63.9048, -0.8225, 25.6863
5-14, 2020-04-06, -48.5037, -0.6243, 21.4022
5-14, 2020-04-07, -34.237, -0.4407, 19.1529
5-14, 2020-04-08, -54.2105, -0.6977, 3.6842
5-14, 2020-04-09, -44.8765, -0.5776, 0.8818
5-14, 2020-04-10, -43.0015, -0.5535, -6.7002
5-14, 2020-04-11, -45.7043, -0.5883, -17.4342
5-14, 2020-04-12, -55.0154, -0.7081, -29.3292
5-14, 2020-04-13, -51.3414, -0.6608, -29.9392
5-14, 2020-04-14, -50.0648, -0.6444, -30.9119
5-14, 2020-04-15, -38.5404, -0.496, -34.8562
5-14, 2020-04-16, -39.5182, -0.5086, -38.6364
5-14, 2020-04-17, -33.6948, -0.4337, -40.395
5-14, 2020-04-18, -12.2471, -0.1576, -29.6813
5-14, 2020-04-19, 2.6184, 0.0281, -26.7108
5-14, 2020-04-20, 4.9934, 0.0536, -24.9458
5-14, 2020-04-21, 12.3437, 0.1325, -18.5682
5-14, 2020-04-22, 29.4016, 0.3156, -5.4545
5-14, 2020-04-23, 41.4854, 0.4453, 2.849
5-14, 2020-04-24, 44.3106, 0.4756, 3.9157
5-14, 2020-04-25, 22.8824, 0.2456, -6.7989
5-14, 2020-04-26, 22.1927, 0.2382, -4.5181
5-14, 2020-04-27, 15.6972, 0.1685, -9.2486
5-14, 2020-04-28, 7.5792, 0.0813, -10.989
5-14, 2020-04-29, -16.2488, -0.2091, -21.7033
5-14, 2020-04-30, -30.2728, -0.3896, -27.4238
5-14, 2020-05-01, -30.0026, -0.3862, -26.087
5-14, 2020-05-02, -25.7239, -0.3311, -32.5228
5-14, 2020-05-03, -29.2359, -0.3763, -33.7539
5-14, 2020-05-04, -13.9999, -0.1802, -23.2484
5-14, 2020-05-05, -21.727, -0.2796, -32.716
5-14, 2020-05-06, -4.9634, -0.0639, -26.6667
5-14, 2020-05-07, 4.5231, 0.0485, -22.9008
5-14, 2020-05-08, 4.1262, 0.0443, -21.9608
5-14, 2020-05-09, 30.721, 0.3297, -1.8018
5-14, 2020-05-10, 31.8492, 0.3418, -1.9048
5-14, 2020-05-11, 7.8957, 0.0847, -15.3527
5-14, 2020-05-12, 35.0096, 0.3758, 2.2936
5-14, 2020-05-13, 28.5805, 0.3067, 1.9139
5-14, 2020-05-14, 25.8711, 0.2777, 2.9703
5-14, 2020-05-15, 26.9859, 0.2896, 5.0251
5-14, 2020-05-16, -17.4643, -0.2248, -19.2661
