Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-03, , , 
15-34, 2020-03-04, , , 
15-34, 2020-03-05, , , 
15-34, 2020-03-06, , , 1400
15-34, 2020-03-07, , , 678.5714
15-34, 2020-03-08, , , 750
15-34, 2020-03-09, , , 433.3333
15-34, 2020-03-10, , , 278.5714
15-34, 2020-03-11, , , 365.4545
15-34, 2020-03-12, , , 471.831
15-34, 2020-03-13, -951.1111, -15.8865, 448.8889
15-34, 2020-03-14, -196.0026, -3.2738, 482.5688
15-34, 2020-03-15, -181.9328, -3.0388, 568.0672
15-34, 2020-03-16, 311.9792, 3.9913, 745.3125
15-34, 2020-03-17, 513.2525, 6.5663, 791.8239
15-34, 2020-03-18, 143.9205, 1.8413, 509.375
15-34, 2020-03-19, -47.2004, -0.7884, 424.6305
15-34, 2020-03-20, 2.5281, 0.0323, 451.417
15-34, 2020-03-21, -91.0727, -1.5212, 391.4961
15-34, 2020-03-22, -245.6773, -4.1036, 322.3899
15-34, 2020-03-23, -455.2016, -7.6033, 290.1109
15-34, 2020-03-24, -538.5094, -8.9948, 253.3145
15-34, 2020-03-25, -270.0801, -4.5112, 239.2949
15-34, 2020-03-26, -257.7761, -4.3057, 166.8545
15-34, 2020-03-27, -328.6196, -5.489, 122.7974
15-34, 2020-03-28, -282.4285, -4.7174, 109.0676
15-34, 2020-03-29, -226.1124, -3.7768, 96.2775
15-34, 2020-03-30, -220.4592, -3.6823, 69.6517
15-34, 2020-03-31, -207.0271, -3.458, 46.2874
15-34, 2020-04-01, -200.9801, -3.357, 38.3148
15-34, 2020-04-02, -137.6849, -2.2998, 29.1696
15-34, 2020-04-03, -101.5912, -1.6969, 21.2061
15-34, 2020-04-04, -98.876, -1.6515, 10.1916
15-34, 2020-04-05, -84.7467, -1.4155, 11.5309
15-34, 2020-04-06, -66.4399, -1.1098, 3.2118
15-34, 2020-04-07, -47.3926, -0.7916, -1.1052
15-34, 2020-04-08, -45.4176, -0.7586, -7.1029
15-34, 2020-04-09, -40.7604, -0.6808, -11.5908
15-34, 2020-04-10, -36.4454, -0.6088, -15.2393
15-34, 2020-04-11, -29.6352, -0.495, -19.4437
15-34, 2020-04-12, -36.6431, -0.6121, -25.1122
15-34, 2020-04-13, -28.4723, -0.4756, -25.2605
15-34, 2020-04-14, -28.0891, -0.4692, -29.1943
15-34, 2020-04-15, -26.5981, -0.4443, -33.7009
15-34, 2020-04-16, -25.784, -0.4307, -37.3748
15-34, 2020-04-17, -25.1296, -0.4197, -40.3689
