Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-03, , , 0.0846
15-34, 2020-03-04, , , 0.0898
15-34, 2020-03-05, , , 0.0898
15-34, 2020-03-06, , , 0.0951
15-34, 2020-03-07, , , 0.1163
15-34, 2020-03-08, , , 0.1321
15-34, 2020-03-09, , , 0.1216
15-34, 2020-03-10, 0.0423, 0.0435, 0.1163
15-34, 2020-03-11, 0.0529, 0.0543, 0.1586
15-34, 2020-03-12, 0.0634, 0.0652, 0.185
15-34, 2020-03-13, 0.0793, 0.0815, 0.1955
15-34, 2020-03-14, 0.0634, 0.0652, 0.2325
15-34, 2020-03-15, 0.0529, 0.0543, 0.2643
15-34, 2020-03-16, 0.0687, 0.0707, 0.2907
15-34, 2020-03-17, 0.1163, 0.1196, 0.3488
15-34, 2020-03-18, 0.0793, 0.0815, 0.3752
15-34, 2020-03-19, 0.0951, 0.0978, 0.4545
15-34, 2020-03-20, 0.1374, 0.1413, 0.5972
15-34, 2020-03-21, 0.1638, 0.1685, 0.7346
15-34, 2020-03-22, 0.1955, 0.2011, 0.7716
15-34, 2020-03-23, 0.2378, 0.2446, 0.8033
15-34, 2020-03-24, 0.2325, 0.2391, 0.8932
15-34, 2020-03-25, 0.296, 0.3043, 1.0359
15-34, 2020-03-26, 0.3752, 0.3859, 1.1733
15-34, 2020-03-27, 0.4809, 0.4946, 1.1891
15-34, 2020-03-28, 0.4757, 0.4891, 1.2103
15-34, 2020-03-29, 0.5444, 0.5598, 1.2737
15-34, 2020-03-30, 0.5814, 0.5978, 1.3688
15-34, 2020-03-31, 0.6712, 0.6902, 1.4005
15-34, 2020-04-01, 0.5655, 0.5815, 1.4957
15-34, 2020-04-02, 0.4757, 0.4891, 1.4957
15-34, 2020-04-03, 0.3911, 0.4022, 1.5802
15-34, 2020-04-04, 0.3858, 0.3967, 1.6754
15-34, 2020-04-05, 0.3171, 0.3261, 1.6648
15-34, 2020-04-06, 0.2061, 0.212, 1.6384
15-34, 2020-04-07, 0.074, 0.0761, 1.6965
15-34, 2020-04-08, 0.0264, 0.0272, 1.5855
15-34, 2020-04-09, -0.1004, -0.1462, 1.5327
15-34, 2020-04-10, -0.2167, -0.3154, 1.4058
15-34, 2020-04-11, -0.4122, -0.6, 1.2156
15-34, 2020-04-12, -0.4651, -0.6769, 1.1944
15-34, 2020-04-13, -0.4651, -0.6769, 1.1997
15-34, 2020-04-14, -0.5232, -0.7615, 1.0306
15-34, 2020-04-15, -0.4387, -0.6385, 0.983
15-34, 2020-04-16, -0.3012, -0.4385, 0.9724
15-34, 2020-04-17, -0.1533, -0.2231, 0.9936
15-34, 2020-04-18, 0.037, 0.038, 1.0623
15-34, 2020-04-19, 0.0317, 0.0326, 1.0729
15-34, 2020-04-20, 0.0317, 0.0326, 1.0147
15-34, 2020-04-21, 0.1163, 0.1196, 1.1099
15-34, 2020-04-22, 0.1268, 0.1304, 1.0887
15-34, 2020-04-23, 0.0581, 0.0598, 1.0782
15-34, 2020-04-24, -0.0951, -0.1385, 1.0729
15-34, 2020-04-25, -0.1374, -0.2, 1.0094
15-34, 2020-04-26, -0.1268, -0.1846, 0.9724
15-34, 2020-04-27, -0.1004, -0.1462, 0.9724
15-34, 2020-04-28, -0.2061, -0.3, 0.8667
15-34, 2020-04-29, -0.1321, -0.1923, 0.8667
15-34, 2020-04-30, -0.1744, -0.2538, 0.7875
15-34, 2020-05-01, -0.1216, -0.1769, 0.7558
15-34, 2020-05-02, -0.1586, -0.2308, 0.6448
15-34, 2020-05-03, -0.1955, -0.2846, 0.6078
