Altersgruppe, Meldedatum, difference, trend, value
>=80, 2020-03-03, , , 
>=80, 2020-03-04, , , 
>=80, 2020-03-05, , , 
>=80, 2020-03-06, , , 
>=80, 2020-03-07, , , 
>=80, 2020-03-08, , , 
>=80, 2020-03-09, , , 
>=80, 2020-03-10, , , 
>=80, 2020-03-11, , , 
>=80, 2020-03-12, , , 
>=80, 2020-03-13, , , 
>=80, 2020-03-14, , , 
>=80, 2020-03-15, , , 6100
>=80, 2020-03-16, , , 2833.3333
>=80, 2020-03-17, , , 2800
>=80, 2020-03-18, , , 1100
>=80, 2020-03-19, , , 926.3158
>=80, 2020-03-20, , , 877.7778
>=80, 2020-03-21, , , 591.3043
>=80, 2020-03-22, -5612.9032, -59.679, 487.0968
>=80, 2020-03-23, -2382.197, -25.3286, 451.1364
>=80, 2020-03-24, -2338.7931, -24.8671, 461.2069
>=80, 2020-03-25, -611.3636, -6.5003, 488.6364
>=80, 2020-03-26, -535.0337, -5.6887, 391.2821
>=80, 2020-03-27, -522.096, -5.5512, 355.6818
>=80, 2020-03-28, -227.4679, -2.4185, 363.8365
>=80, 2020-03-29, -133.8001, -1.4226, 353.2967
>=80, 2020-03-30, -150.1054, -1.596, 301.0309
>=80, 2020-03-31, -221.8828, -2.3592, 239.3241
>=80, 2020-04-01, -274.7367, -2.9211, 213.8996
>=80, 2020-04-02, -198.5889, -2.1115, 192.6931
>=80, 2020-04-03, -204.809, -2.1776, 150.8728
>=80, 2020-04-04, -237.7348, -2.5277, 126.1017
>=80, 2020-04-05, -226.5694, -2.409, 126.7273
>=80, 2020-04-06, -193.4217, -2.0565, 107.6093
>=80, 2020-04-07, -152.2259, -1.6185, 87.0982
>=80, 2020-04-08, -148.135, -1.575, 65.7647
>=80, 2020-04-09, -151.3236, -1.6089, 41.3695
>=80, 2020-04-10, -119.3287, -1.2688, 31.5441
>=80, 2020-04-11, -112.1287, -1.1922, 13.973
>=80, 2020-04-12, -128.0905, -1.3619, -1.3633
>=80, 2020-04-13, -113.6518, -1.2084, -6.0426
>=80, 2020-04-14, -97.7926, -1.0398, -10.6944
>=80, 2020-04-15, -78.9974, -0.8399, -13.2327
>=80, 2020-04-16, -60.2393, -0.6405, -18.8698
>=80, 2020-04-17, -56.0529, -0.596, -24.5088
>=80, 2020-04-18, -37.4405, -0.3981, -23.4675
>=80, 2020-04-19, -24.8698, -0.2644, -26.2331
>=80, 2020-04-20, -23.5304, -0.2502, -29.573
>=80, 2020-04-21, -19.1078, -0.2032, -29.8022
>=80, 2020-04-22, -15.1025, -0.1606, -28.3352
>=80, 2020-04-23, -9.706, -0.1032, -28.5759
>=80, 2020-04-24, -0.2493, -0.0027, -24.7581
>=80, 2020-04-25, -4.9615, -0.0528, -28.429
>=80, 2020-04-26, 0.8473, 0.0132, -25.3857
>=80, 2020-04-27, 2.1778, 0.0339, -27.3952
>=80, 2020-04-28, -1.4598, -0.0155, -31.2621
>=80, 2020-04-29, -7.8223, -0.0832, -36.1575
>=80, 2020-04-30, -8.5595, -0.091, -37.1354
>=80, 2020-05-01, -18.1244, -0.1927, -42.8825
>=80, 2020-05-02, -15.5671, -0.1655, -43.9962
>=80, 2020-05-03, -22.4725, -0.2389, -47.8582
>=80, 2020-05-04, -21.0584, -0.2239, -48.4536
>=80, 2020-05-05, -15.7902, -0.1679, -47.0522
>=80, 2020-05-06, -11.3191, -0.1204, -47.4766
>=80, 2020-05-07, -9.402, -0.1, -46.5374
>=80, 2020-05-08, -2.3815, -0.0253, -45.264
>=80, 2020-05-09, 2.3152, 0.036, -41.681
>=80, 2020-05-10, 12.0697, 0.1879, -35.7885
>=80, 2020-05-11, 19.5536, 0.3044, -28.9
>=80, 2020-05-12, 20.1169, 0.3132, -26.9353
>=80, 2020-05-13, 23.8705, 0.3717, -23.6062
>=80, 2020-05-14, 23.2213, 0.3616, -23.3161
>=80, 2020-05-15, 24.2711, 0.3779, -20.9929
>=80, 2020-05-16, 20.3574, 0.317, -21.3235
>=80, 2020-05-17, 14.0238, 0.2183, -21.7647
>=80, 2020-05-18, 2.0364, 0.0317, -26.8636
>=80, 2020-05-19, -0.6409, -0.0068, -27.5762
>=80, 2020-05-20, -2.9466, -0.0313, -26.5528
>=80, 2020-05-21, -4.0488, -0.043, -27.3649
>=80, 2020-05-22, -12.7593, -0.1357, -33.7522
>=80, 2020-05-23, -9.1438, -0.0972, -30.4673
>=80, 2020-05-24, -11.6939, -0.1243, -33.4586
>=80, 2020-05-25, -0.6364, -0.0068, -27.5
>=80, 2020-05-26, -0.2795, -0.003, -27.8557
>=80, 2020-05-27, -13.4049, -0.1425, -39.9577
>=80, 2020-05-28, -9.1468, -0.0973, -36.5116
>=80, 2020-05-29, 9.362, 0.1458, -24.3902
>=80, 2020-05-30, 2.5103, 0.0391, -27.957
>=80, 2020-05-31, 3.7976, 0.0591, -29.661
>=80, 2020-06-01, -4.5955, -0.0489, -32.0955
>=80, 2020-06-02, -8.811, -0.0937, -36.6667
>=80, 2020-06-03, 13.1972, 0.2055, -26.7606
>=80, 2020-06-04, 6.475, 0.1008, -30.0366
>=80, 2020-06-05, -17.1868, -0.1827, -41.5771
>=80, 2020-06-06, -17.9385, -0.1907, -45.8955
>=80, 2020-06-07, -7.2868, -0.0775, -36.9478
>=80, 2020-06-08, -6.1858, -0.0658, -38.2813
>=80, 2020-06-09, 6.4035, 0.0997, -30.2632
>=80, 2020-06-10, 1.7606, 0.0274, -25
>=80, 2020-06-11, 18.5183, 0.2883, -11.5183
>=80, 2020-06-12, 32.3746, 0.5041, -9.2025
>=80, 2020-06-13, 38.999, 0.6072, -6.8966
>=80, 2020-06-14, 30.5784, 0.4761, -6.3694
>=80, 2020-06-15, 27.5218, 0.4285, -10.7595
>=80, 2020-06-16, 24.6028, 0.3831, -5.6604
>=80, 2020-06-17, 16.0256, 0.2495, -8.9744
>=80, 2020-06-18, 3.2343, 0.0504, -8.284
>=80, 2020-06-19, 15.2835, 0.238, 6.0811
>=80, 2020-06-20, 16.5262, 0.2573, 9.6296
>=80, 2020-06-21, 0.247, 0.0038, -6.1224
>=80, 2020-06-22, 2.9581, 0.0461, -7.8014
>=80, 2020-06-23, -5.673, -0.0603, -11.3333
>=80, 2020-06-24, -5.8144, -0.0618, -14.7887
>=80, 2020-06-25, -27.1998, -0.2892, -35.4839
>=80, 2020-06-26, -41.7499, -0.4439, -35.6688
>=80, 2020-06-27, -36.6567, -0.3898, -27.027
>=80, 2020-06-28, -20.6891, -0.22, -26.8116
>=80, 2020-06-29, -15.2755, -0.1624, -23.0769
>=80, 2020-06-30, -11.2231, -0.1193, -22.5564
>=80, 2020-07-01, -0.0873, -0.0009, -14.876
>=80, 2020-07-02, 44.4839, 0.6926, 9
>=80, 2020-07-03, 29.7282, 0.4629, -5.9406
>=80, 2020-07-04, 8.5085, 0.1325, -18.5185
>=80, 2020-07-05, 17.9007, 0.2787, -8.9109
>=80, 2020-07-06, 12.0769, 0.188, -11
>=80, 2020-07-07, 8.9642, 0.1396, -13.5922
>=80, 2020-07-08, -0.6579, -0.007, -15.534
>=80, 2020-07-09, -41.1101, -0.4371, -32.1101
>=80, 2020-07-10, -16.1647, -0.1719, -22.1053
>=80, 2020-07-11, 2.6094, 0.0406, -15.9091
>=80, 2020-07-12, -21.5239, -0.2289, -30.4348
