Meldedatum, difference, group, trend, value
2020-03-04, , Inc_50-100, , 
2020-03-05, , Inc_50-100, , 1
2020-03-06, , Inc_50-100, , 1
2020-03-07, , Inc_50-100, , 1
2020-03-08, , Inc_50-100, , 1
2020-03-09, , Inc_50-100, , 1
2020-03-10, , Inc_50-100, , 1
2020-03-11, , Inc_50-100, , 
2020-03-12, -1, Inc_50-100, -0.0073, 
2020-03-13, -1, Inc_50-100, -0.0073, 
2020-03-14, -1, Inc_50-100, -0.0073, 
2020-03-15, -1, Inc_50-100, -0.0073, 
2020-03-16, -1, Inc_50-100, -0.0073, 
2020-03-17, -1, Inc_50-100, -0.0073, 
2020-03-18, 3, Inc_50-100, 0.0283, 3
2020-03-19, 3, Inc_50-100, 0.0283, 3
2020-03-20, 10, Inc_50-100, 0.0943, 10
2020-03-21, 22, Inc_50-100, 0.2075, 22
2020-03-22, 30, Inc_50-100, 0.283, 30
2020-03-23, 37, Inc_50-100, 0.3491, 37
2020-03-24, 40, Inc_50-100, 0.3774, 40
2020-03-25, 46, Inc_50-100, 0.434, 49
2020-03-26, 58, Inc_50-100, 0.5472, 61
2020-03-27, 62, Inc_50-100, 0.5849, 72
2020-03-28, 57, Inc_50-100, 0.5377, 79
2020-03-29, 56, Inc_50-100, 0.5283, 86
2020-03-30, 55, Inc_50-100, 0.5189, 92
2020-03-31, 48, Inc_50-100, 0.4528, 88
2020-04-01, 45, Inc_50-100, 0.4245, 94
2020-04-02, 36, Inc_50-100, 0.3396, 97
2020-04-03, 17, Inc_50-100, 0.1604, 89
2020-04-04, 18, Inc_50-100, 0.1698, 97
2020-04-05, 17, Inc_50-100, 0.1604, 103
2020-04-06, 4, Inc_50-100, 0.0377, 96
2020-04-07, 4, Inc_50-100, 0.0377, 92
2020-04-08, -3, Inc_50-100, -0.0219, 91
2020-04-09, , Inc_50-100, , 97
2020-04-10, 1, Inc_50-100, 0.0094, 90
2020-04-11, -26, Inc_50-100, -0.1898, 71
2020-04-12, -49, Inc_50-100, -0.3577, 54
2020-04-13, -39, Inc_50-100, -0.2847, 57
2020-04-14, -41, Inc_50-100, -0.2993, 51
2020-04-15, -50, Inc_50-100, -0.365, 41
2020-04-16, -62, Inc_50-100, -0.4526, 35
2020-04-17, -59, Inc_50-100, -0.4307, 31
2020-04-18, -36, Inc_50-100, -0.2628, 35
2020-04-19, -28, Inc_50-100, -0.2044, 26
2020-04-20, -33, Inc_50-100, -0.2409, 24
2020-04-21, -27, Inc_50-100, -0.1971, 24
2020-04-22, -14, Inc_50-100, -0.1022, 27
2020-04-23, -11, Inc_50-100, -0.0803, 24
2020-04-24, -9, Inc_50-100, -0.0657, 22
2020-04-25, -16, Inc_50-100, -0.1168, 19
2020-04-26, -8, Inc_50-100, -0.0584, 18
2020-04-27, -11, Inc_50-100, -0.0803, 13
2020-04-28, -14, Inc_50-100, -0.1022, 10
2020-04-29, -18, Inc_50-100, -0.1314, 9
2020-04-30, -17, Inc_50-100, -0.1241, 7
2020-05-01, -15, Inc_50-100, -0.1095, 7
2020-05-02, -15, Inc_50-100, -0.1095, 4
2020-05-03, -14, Inc_50-100, -0.1022, 4
2020-05-04, -11, Inc_50-100, -0.0803, 2
2020-05-05, -8, Inc_50-100, -0.0584, 2
2020-05-06, -7, Inc_50-100, -0.0511, 2
2020-05-07, -5, Inc_50-100, -0.0365, 2
2020-05-08, -2, Inc_50-100, -0.0146, 5
2020-05-09, , Inc_50-100, , 4
2020-05-10, 1, Inc_50-100, 0.0094, 5
2020-05-11, 2, Inc_50-100, 0.0189, 4
2020-05-12, 1, Inc_50-100, 0.0094, 3
2020-05-13, 2, Inc_50-100, 0.0189, 4
2020-05-14, 3, Inc_50-100, 0.0283, 5
2020-05-15, , Inc_50-100, , 5
2020-05-16, 1, Inc_50-100, 0.0094, 5
2020-05-17, -1, Inc_50-100, -0.0073, 4
2020-05-18, 1, Inc_50-100, 0.0094, 5
2020-05-19, -1, Inc_50-100, -0.0073, 2
2020-05-20, -1, Inc_50-100, -0.0073, 3
2020-05-21, -4, Inc_50-100, -0.0292, 1
2020-05-22, -4, Inc_50-100, -0.0292, 1
2020-05-23, -4, Inc_50-100, -0.0292, 1
2020-05-24, -4, Inc_50-100, -0.0292, 
2020-05-25, -4, Inc_50-100, -0.0292, 1
2020-05-26, -1, Inc_50-100, -0.0073, 1
2020-05-27, -2, Inc_50-100, -0.0146, 1
2020-05-28, -1, Inc_50-100, -0.0073, 
2020-05-29, , Inc_50-100, , 1
2020-05-30, , Inc_50-100, , 1
2020-05-31, 1, Inc_50-100, 0.0094, 1
2020-06-01, , Inc_50-100, , 1
2020-06-02, , Inc_50-100, , 1
2020-06-03, -1, Inc_50-100, -0.0073, 
2020-06-04, , Inc_50-100, , 
2020-06-05, , Inc_50-100, , 1
2020-06-06, , Inc_50-100, , 1
2020-06-07, -1, Inc_50-100, -0.0073, 
2020-06-08, -1, Inc_50-100, -0.0073, 
2020-06-09, -1, Inc_50-100, -0.0073, 
2020-06-10, , Inc_50-100, , 
2020-06-11, 1, Inc_50-100, 0.0094, 1
2020-06-12, , Inc_50-100, , 1
2020-06-13, , Inc_50-100, , 1
2020-06-14, 1, Inc_50-100, 0.0094, 1
2020-06-15, 1, Inc_50-100, 0.0094, 1
2020-06-16, 1, Inc_50-100, 0.0094, 1
2020-06-17, , Inc_50-100, , 
2020-06-18, -1, Inc_50-100, -0.0073, 
2020-06-19, -1, Inc_50-100, -0.0073, 
2020-06-20, , Inc_50-100, , 1
2020-06-21, , Inc_50-100, , 1
2020-06-22, , Inc_50-100, , 1
2020-06-23, , Inc_50-100, , 1
2020-06-24, 2, Inc_50-100, 0.0189, 2
2020-06-25, 2, Inc_50-100, 0.0189, 2
2020-06-26, 1, Inc_50-100, 0.0094, 1
2020-06-27, -1, Inc_50-100, -0.0073, 
2020-06-28, -1, Inc_50-100, -0.0073, 
2020-06-29, , Inc_50-100, , 1
2020-06-30, , Inc_50-100, , 1
2020-07-01, -1, Inc_50-100, -0.0073, 1
2020-07-02, -1, Inc_50-100, -0.0073, 1
2020-07-03, , Inc_50-100, , 1
2020-07-04, 1, Inc_50-100, 0.0094, 1
2020-07-05, 1, Inc_50-100, 0.0094, 1
2020-07-06, , Inc_50-100, , 1
2020-07-07, -1, Inc_50-100, -0.0073, 
2020-07-08, -1, Inc_50-100, -0.0073, 
2020-07-09, -1, Inc_50-100, -0.0073, 
2020-07-10, -1, Inc_50-100, -0.0073, 
2020-07-11, -1, Inc_50-100, -0.0073, 
2020-07-12, -1, Inc_50-100, -0.0073, 
2020-07-13, -1, Inc_50-100, -0.0073, 
2020-07-14, , Inc_50-100, , 
2020-07-15, , Inc_50-100, , 
2020-07-16, , Inc_50-100, , 
2020-07-17, , Inc_50-100, , 
2020-07-18, , Inc_50-100, , 
2020-07-19, , Inc_50-100, , 
2020-07-20, , Inc_50-100, , 
2020-07-21, , Inc_50-100, , 
2020-07-22, , Inc_50-100, , 
2020-07-23, , Inc_50-100, , 
2020-07-24, , Inc_50-100, , 
2020-07-25, , Inc_50-100, , 
2020-07-26, , Inc_50-100, , 
2020-07-27, , Inc_50-100, , 
2020-07-28, , Inc_50-100, , 
2020-07-29, , Inc_50-100, , 
2020-07-30, , Inc_50-100, , 
2020-07-31, , Inc_50-100, , 
2020-08-01, , Inc_50-100, , 
2020-08-02, , Inc_50-100, , 
2020-08-03, , Inc_50-100, , 
2020-08-04, , Inc_50-100, , 
2020-08-05, , Inc_50-100, , 
2020-08-06, , Inc_50-100, , 
2020-08-07, , Inc_50-100, , 
2020-08-08, , Inc_50-100, , 
2020-08-09, , Inc_50-100, , 
2020-08-10, , Inc_50-100, , 
2020-08-11, , Inc_50-100, , 
2020-08-12, , Inc_50-100, , 
2020-08-13, 1, Inc_50-100, 0.0094, 1
2020-08-14, , Inc_50-100, , 
2020-08-15, , Inc_50-100, , 
2020-08-16, , Inc_50-100, , 
2020-08-17, , Inc_50-100, , 
2020-08-18, , Inc_50-100, , 
2020-08-19, , Inc_50-100, , 
2020-08-20, -1, Inc_50-100, -0.0073, 
2020-08-21, 1, Inc_50-100, 0.0094, 1
2020-08-22, 1, Inc_50-100, 0.0094, 1
2020-08-23, 2, Inc_50-100, 0.0189, 2
2020-08-24, 1, Inc_50-100, 0.0094, 1
