Week, difference, trend, value
2020-12, , , 0.0565
2020-13, 0.3452, 0.182, 0.4017
2020-14, 0.7445, 0.3925, 1.1461
2020-15, 0.4546, 0.2397, 1.6008
2020-16, 0.3488, 0.1839, 1.9495
2020-17, -0.3307, -0.2436, 1.6188
2020-18, -0.4053, -0.2985, 1.2135
2020-19, -0.3163, -0.2329, 0.8972
2020-20, -0.273, -0.2011, 0.6242
2020-21, -0.2237, -0.1647, 0.4005
2020-22, -0.0962, -0.0709, 0.3043
2020-23, -0.1022, -0.0753, 0.202
2020-24, -0.0589, -0.0434, 0.1431
2020-25, -0.0289, -0.0213, 0.1143
2020-26, -0.0241, -0.0177, 0.0902
2020-27, -0.0241, -0.0177, 0.0661
2020-28, -0.0048, -0.0035, 0.0613
2020-29, -0.0361, -0.0266, 0.0253
2020-30, 0.0156, 0.0082, 0.0409
2020-31, -0.0132, -0.0097, 0.0277
2020-32, 0.0385, 0.0203, 0.0661
2020-33, -0.0241, -0.0177, 0.0421
2020-34, 0.0036, 0.0019, 0.0457
2020-35, -0.0144, -0.0106, 0.0313
2020-36, 0.0048, 0.0025, 0.0361
2020-37, -0.0072, -0.0053, 0.0289
2020-38, 0.0156, 0.0082, 0.0445
2020-39, 0.0409, 0.0216, 0.0854
2020-40, 0.0012, 0.0006, 0.0866
2020-41, 0.0168, 0.0089, 0.1034
2020-42, 0.0914, 0.0482, 0.1948
2020-43, 0.1118, 0.059, 0.3067
2020-44, 0.2333, 0.123, 0.54
2020-45, 0.4318, 0.2276, 0.9718
2020-46, 0.4666, 0.246, 1.4384
2020-47, 0.4101, 0.2162, 1.8485
2020-48, 0.6783, 0.3576, 2.5268
2020-49, 0.6591, 0.3475, 3.1859
2020-50, 0.4402, 0.2321, 3.626
2020-51, 1.4997, 0.7907, 5.1258
2020-52, -0.641, -0.4721, 4.4848
2020-53, 0.92, 0.4851, 5.4048
2021-01, 1.8966, 1, 7.3014
2021-02, 0.006, 0.0032, 7.3074
2021-03, -0.7517, -0.5536, 6.5557
2021-04, -0.4522, -0.333, 6.1035
2021-05, -0.6049, -0.4455, 5.4986
2021-06, -1.3578, -1, 4.1408
2021-07, -0.6759, -0.4978, 3.4649
2021-08, -0.8142, -0.5996, 2.6507
2021-09, -0.4197, -0.3091, 2.231
2021-10, -0.4618, -0.3401, 1.7691
2021-11, -0.2141, -0.1577, 1.5551
2021-12, -0.1046, -0.0771, 1.4504
2021-13, -0.1359, -0.1001, 1.3145
2021-14, 0.3572, 0.1883, 1.6717
2021-15, 0.2057, 0.1084, 1.8774
2021-16, 0.107, 0.0564, 1.9844
2021-17, -0.0265, -0.0195, 1.9579
2021-18, -0.0541, -0.0399, 1.9038
2021-19, -0.3151, -0.2321, 1.5887
2021-20, -0.0445, -0.0328, 1.5442
2021-21, -0.3103, -0.2285, 1.2339
2021-22, -0.2526, -0.186, 0.9814
2021-23, -0.2453, -0.1807, 0.736
2021-24, -0.0734, -0.054, 0.6627
2021-25, -0.2189, -0.1612, 0.4438
2021-26, -0.1118, -0.0824, 0.3319
2021-27, -0.0902, -0.0664, 0.2417
2021-28, -0.0842, -0.062, 0.1575
2021-29, 0.0373, 0.0197, 0.1948
2021-30, -0.0325, -0.0239, 0.1624
2021-31, -0.0144, -0.0106, 0.1479
2021-32, -0.0457, -0.0337, 0.1022
2021-33, 0.0289, 0.0152, 0.1311
2021-34, 0.0541, 0.0285, 0.1852
2021-35, 0.0746, 0.0393, 0.2598
2021-36, 0.0529, 0.0279, 0.3127
