Altersgruppe, Meldedatum, difference, trend, value
5-14, 2020-03-03, , , 
5-14, 2020-03-04, , , 0.1
5-14, 2020-03-05, , , 0.1
5-14, 2020-03-06, , , 0.2
5-14, 2020-03-07, , , 0.3
5-14, 2020-03-08, , , 0.3
5-14, 2020-03-09, , , 0.4
5-14, 2020-03-10, 0.1065, 0.0015, 0.5
5-14, 2020-03-11, 0.293, 0.0042, 0.7
5-14, 2020-03-12, 0.6126, 0.0088, 1.1
5-14, 2020-03-13, 0.7059, 0.0101, 1.2
5-14, 2020-03-14, 0.8257, 0.0118, 1.6
5-14, 2020-03-15, 1.0122, 0.0145, 1.9
5-14, 2020-03-16, 1.3717, 0.0196, 2.1
5-14, 2020-03-17, 1.5848, 0.0226, 2.5
5-14, 2020-03-18, 1.6248, 0.0232, 3.2
5-14, 2020-03-19, 1.8645, 0.0266, 3.6
5-14, 2020-03-20, 2.3306, 0.0333, 4.2
5-14, 2020-03-21, 2.4505, 0.035, 5
5-14, 2020-03-22, 2.4771, 0.0354, 5.4
5-14, 2020-03-23, 2.7701, 0.0396, 5.6
5-14, 2020-03-24, 2.9832, 0.0426, 6
5-14, 2020-03-25, 2.85, 0.0407, 6.2
5-14, 2020-03-26, 2.6636, 0.0381, 6.9
5-14, 2020-03-27, 2.7435, 0.0392, 7.4
5-14, 2020-03-28, 2.9566, 0.0422, 7.7
5-14, 2020-03-29, 3.2096, 0.0459, 8.2
5-14, 2020-03-30, 2.9699, 0.0424, 8.4
5-14, 2020-03-31, 2.5171, 0.036, 8.2
5-14, 2020-04-01, 2.7835, 0.0398, 8.9
5-14, 2020-04-02, 2.3706, 0.0339, 9.3
5-14, 2020-04-03, 2.1176, 0.0303, 9.5
5-14, 2020-04-04, 1.7846, 0.0255, 9.7
5-14, 2020-04-05, 1.7447, 0.0249, 9.7
5-14, 2020-04-06, 1.5449, 0.0221, 9.6
5-14, 2020-04-07, 1.3851, 0.0198, 9.6
5-14, 2020-04-08, 0.2797, 0.004, 9.2
5-14, 2020-04-09, 0.0666, 0.001, 8.8
5-14, 2020-04-10, -0.5327, -0.0113, 8.5
5-14, 2020-04-11, -1.4117, -0.0299, 7.7
5-14, 2020-04-12, -2.5038, -0.053, 7.3
5-14, 2020-04-13, -2.6236, -0.0555, 7.2
5-14, 2020-04-14, -2.6636, -0.0564, 6.8
5-14, 2020-04-15, -2.7435, -0.0581, 6.1
5-14, 2020-04-16, -2.9433, -0.0623, 5.6
5-14, 2020-04-17, -2.9965, -0.0634, 5.4
5-14, 2020-04-18, -1.9844, -0.042, 5.6
5-14, 2020-04-19, -1.6115, -0.0341, 5.4
5-14, 2020-04-20, -1.5316, -0.0324, 5.3
5-14, 2020-04-21, -1.1054, -0.0234, 5.3
5-14, 2020-04-22, -0.2797, -0.0059, 5.5
5-14, 2020-04-23, 0.1332, 0.0019, 5.4
5-14, 2020-04-24, 0.1731, 0.0025, 5.3
5-14, 2020-04-25, -0.3196, -0.0068, 5
5-14, 2020-04-26, -0.1998, -0.0042, 4.7
5-14, 2020-04-27, -0.4262, -0.009, 4.6
5-14, 2020-04-28, -0.5327, -0.0113, 4.7
5-14, 2020-04-29, -1.0521, -0.0223, 4.2
5-14, 2020-04-30, -1.3185, -0.0279, 4
5-14, 2020-05-01, -1.1986, -0.0254, 3.7
5-14, 2020-05-02, -1.425, -0.0302, 3.3
5-14, 2020-05-03, -1.425, -0.0302, 3.4
5-14, 2020-05-04, -0.9722, -0.0206, 3.4
5-14, 2020-05-05, -1.4117, -0.0299, 3.2
5-14, 2020-05-06, -1.0122, -0.0214, 3.2
5-14, 2020-05-07, -0.7991, -0.0169, 3.1
5-14, 2020-05-08, -0.7458, -0.0158, 3.1
5-14, 2020-05-09, -0.0533, -0.0011, 3.3
5-14, 2020-05-10, -0.0533, -0.0011, 3.1
5-14, 2020-05-11, -0.4928, -0.0104, 3.1
5-14, 2020-05-12, 0.0666, 0.001, 3.2
5-14, 2020-05-13, 0.0533, 0.0008, 3.2
5-14, 2020-05-14, 0.0799, 0.0011, 3.1
5-14, 2020-05-15, 0.1332, 0.0019, 3
5-14, 2020-05-16, -0.5594, -0.0118, 2.8
5-14, 2020-05-17, -0.293, -0.0062, 2.9
5-14, 2020-05-18, -0.0666, -0.0014, 3
5-14, 2020-05-19, -0.3729, -0.0079, 3
5-14, 2020-05-20, -0.253, -0.0054, 2.8
5-14, 2020-05-21, -0.0799, -0.0017, 3
5-14, 2020-05-22, -0.2397, -0.0051, 3
5-14, 2020-05-23, 0.1199, 0.0017, 2.8
5-14, 2020-05-24, 0.1065, 0.0015, 2.7
5-14, 2020-05-25, -0.3329, -0.007, 2.5
5-14, 2020-05-26, -0.3596, -0.0076, 2.3
5-14, 2020-05-27, -0.4928, -0.0104, 2.6
5-14, 2020-05-28, -0.4129, -0.0087, 2.5
5-14, 2020-05-29, -0.3463, -0.0073, 2.5
5-14, 2020-05-30, -0.0932, -0.002, 2.7
5-14, 2020-05-31, -0.1065, -0.0023, 2.9
5-14, 2020-06-01, 0.3596, 0.0051, 3.1
5-14, 2020-06-02, 0.3596, 0.0051, 2.9
5-14, 2020-06-03, 0.2664, 0.0038, 2.6
5-14, 2020-06-04, 0.0133, 0.0002, 2.6
5-14, 2020-06-05, 0.2131, 0.003, 3
5-14, 2020-06-06, 0.1731, 0.0025, 2.9
5-14, 2020-06-07, -0.0666, -0.0014, 2.7
5-14, 2020-06-08, -0.2797, -0.0059, 2.7
5-14, 2020-06-09, 0.0533, 0.0008, 2.9
5-14, 2020-06-10, 0.4262, 0.0061, 3.1
5-14, 2020-06-11, 0.5594, 0.008, 3.3
5-14, 2020-06-12, , , 3
5-14, 2020-06-13, -0.0133, -0.0003, 3
5-14, 2020-06-14, 0.1998, 0.0029, 3.3
5-14, 2020-06-15, 0.4129, 0.0059, 3.2
5-14, 2020-06-16, 0.2797, 0.004, 3
5-14, 2020-06-17, -0.04, -0.0008, 3.3
5-14, 2020-06-18, 0.0133, 0.0002, 3.4
5-14, 2020-06-19, 0.9189, 0.0131, 3.9
5-14, 2020-06-20, 1.1187, 0.016, 4.7
5-14, 2020-06-21, 0.9456, 0.0135, 4.8
5-14, 2020-06-22, 1.4916, 0.0213, 4.9
5-14, 2020-06-23, 1.9977, 0.0285, 5.3
5-14, 2020-06-24, 2.1042, 0.0301, 5.3
5-14, 2020-06-25, 1.5982, 0.0228, 4.9
5-14, 2020-06-26, 0.7458, 0.0107, 4.5
5-14, 2020-06-27, -0.0133, -0.0003, 4.1
5-14, 2020-06-28, -0.3196, -0.0068, 3.7
5-14, 2020-06-29, -1.1453, -0.0242, 3.8
5-14, 2020-06-30, -1.7447, -0.0369, 3.6
5-14, 2020-07-01, -1.6647, -0.0352, 3.5
5-14, 2020-07-02, -1.3185, -0.0279, 3.7
5-14, 2020-07-03, -0.9722, -0.0206, 3.5
5-14, 2020-07-04, -0.9323, -0.0197, 3.1
5-14, 2020-07-05, -0.5993, -0.0127, 3.1
5-14, 2020-07-06, -0.5993, -0.0127, 3
5-14, 2020-07-07, -0.3862, -0.0082, 3.1
