Altersgruppe, Meldedatum, difference, trend, value
>=80, 2020-03-11, , , 0.4401
>=80, 2020-03-12, , , 0.4929
>=80, 2020-03-13, , , 0.6337
>=80, 2020-03-14, , , 0.8801
>=80, 2020-03-15, 0.4048, 0.0509, 1.0209
>=80, 2020-03-16, 0.6337, 0.0796, 1.373
>=80, 2020-03-17, 0.6689, 0.0841, 1.7074
>=80, 2020-03-18, 0.5633, 0.0708, 2.4467
>=80, 2020-03-19, 0.8449, 0.1062, 3.4676
>=80, 2020-03-20, 1.4082, 0.177, 4.4709
>=80, 2020-03-21, 1.6194, 0.2035, 5.8791
>=80, 2020-03-22, 1.9362, 0.2434, 7.4809
>=80, 2020-03-23, 2.5347, 0.3186, 8.3258
>=80, 2020-03-24, 3.9077, 0.4912, 9.734
>=80, 2020-03-25, 4.8406, 0.6084, 11.6174
>=80, 2020-03-26, 5.4038, 0.6792, 13.9761
>=80, 2020-03-27, 6.0551, 0.7611, 16.6516
>=80, 2020-03-28, 7.2169, 0.9071, 18.9399
>=80, 2020-03-29, 7.0937, 0.8916, 20.7353
>=80, 2020-03-30, 7.9738, 1.0022, 22.1787
>=80, 2020-03-31, 8.2026, 1.031, 24.6958
>=80, 2020-04-01, 9.4171, 1.1836, 27.7409
>=80, 2020-04-02, 9.6812, 1.2168, 30.0292
>=80, 2020-04-03, 9.3995, 1.1814, 31.631
>=80, 2020-04-04, 8.7659, 1.1018, 33.2152
>=80, 2020-04-05, 9.6812, 1.2168, 33.6905
>=80, 2020-04-06, 8.4666, 1.0642, 33.8313
>=80, 2020-04-07, 6.5656, 0.8252, 33.9897
>=80, 2020-04-08, 3.8021, 0.4779, 33.7609
>=80, 2020-04-09, 2.2883, 0.2876, 33.5848
>=80, 2020-04-10, 1.4258, 0.1792, 33.356
>=80, 2020-04-11, -0.2112, -0.0273, 31.1205
>=80, 2020-04-12, -2.0242, -0.2614, 30.6277
>=80, 2020-04-13, -2.3763, -0.3068, 30.5925
>=80, 2020-04-14, -2.8515, -0.3682, 28.8851
>=80, 2020-04-15, -3.2212, -0.4159, 27.0721
>=80, 2020-04-16, -3.274, -0.4227, 26.1919
