Altersgruppe, Meldedatum, difference, trend, value
60-79, 2020-03-06, , , 0.0941
60-79, 2020-03-07, , , 0.1495
60-79, 2020-03-08, , , 0.1994
60-79, 2020-03-09, , , 0.2049
60-79, 2020-03-10, , , 0.2492
60-79, 2020-03-11, , , 0.3046
60-79, 2020-03-12, 0.1661, 0.0813, 0.4375
60-79, 2020-03-13, 0.1994, 0.0976, 0.5538
60-79, 2020-03-14, 0.216, 0.1057, 0.659
60-79, 2020-03-15, 0.2271, 0.1111, 0.7199
60-79, 2020-03-16, 0.2714, 0.1328, 0.8584
60-79, 2020-03-17, 0.3766, 0.1843, 1.2571
60-79, 2020-03-18, 0.3932, 0.1924, 1.6614
60-79, 2020-03-19, 0.432, 0.2114, 2.1709
60-79, 2020-03-20, 0.6701, 0.3279, 2.8243
60-79, 2020-03-21, 0.9414, 0.4607, 3.4778
60-79, 2020-03-22, 1.102, 0.5393, 4.2033
60-79, 2020-03-23, 1.5063, 0.7371, 4.7681
60-79, 2020-03-24, 1.8774, 0.9187, 5.5158
60-79, 2020-03-25, 2.2152, 1.084, 6.6787
60-79, 2020-03-26, 2.841, 1.3902, 7.9137
60-79, 2020-03-27, 3.2397, 1.5854, 9.1819
60-79, 2020-03-28, 3.8655, 1.8916, 10.4667
60-79, 2020-03-29, 4.1313, 2.0217, 11.5853
60-79, 2020-03-30, 4.2476, 2.0786, 12.2997
60-79, 2020-03-31, 4.5079, 2.206, 13.0197
60-79, 2020-04-01, 4.7072, 2.3035, 14.0497
60-79, 2020-04-02, 4.6131, 2.2575, 14.4318
60-79, 2020-04-03, 4.2476, 2.0786, 14.6035
60-79, 2020-04-04, 3.2784, 1.6043, 14.6423
60-79, 2020-04-05, 2.7911, 1.3659, 14.1715
60-79, 2020-04-06, 2.0933, 1.0244, 13.7894
60-79, 2020-04-07, 1.1242, 0.5501, 13.5236
60-79, 2020-04-08, -0.1329, -0.0476, 12.6265
60-79, 2020-04-09, -1.0744, -0.3849, 12.1391
60-79, 2020-04-10, -1.5672, -0.5615, 11.6186
60-79, 2020-04-11, -1.9383, -0.6944, 10.5442
60-79, 2020-04-12, -2.1819, -0.7817, 10.0901
60-79, 2020-04-13, -2.2096, -0.7917, 9.78
60-79, 2020-04-14, -2.5696, -0.9206, 8.9437
60-79, 2020-04-15, -1.9881, -0.7123, 8.3512
60-79, 2020-04-16, -2.0933, -0.75, 7.9635
60-79, 2020-04-17, -2.0823, -0.746, 7.5371
60-79, 2020-04-18, -1.5008, -0.5377, 7.4651
60-79, 2020-04-19, -1.3845, -0.496, 7.2214
60-79, 2020-04-20, -1.318, -0.4722, 7.0996
60-79, 2020-04-21, -0.7919, -0.2837, 7.0221
60-79, 2020-04-22, -0.9414, -0.3373, 6.6178
60-79, 2020-04-23, -0.8805, -0.3155, 6.0585
60-79, 2020-04-24, -1.0633, -0.381, 5.3552
60-79, 2020-04-25, -1.5728, -0.5635, 5.0007
60-79, 2020-04-26, -1.5562, -0.5575, 4.6574
60-79, 2020-04-27, -1.7389, -0.623, 4.2808
60-79, 2020-04-28, -1.8054, -0.6468, 4.1479
60-79, 2020-04-29, -1.7777, -0.6369, 3.9319
60-79, 2020-04-30, -1.5894, -0.5694, 3.5941
60-79, 2020-05-01, -1.1796, -0.4226, 3.5387
60-79, 2020-05-02, -1.0854, -0.3889, 3.1843
60-79, 2020-05-03, -1.0467, -0.375, 2.9462
60-79, 2020-05-04, -0.8252, -0.2956, 2.8465
60-79, 2020-05-05, -0.9414, -0.3373, 2.5641
60-79, 2020-05-06, -0.9248, -0.3313, 2.3758
60-79, 2020-05-07, -0.8141, -0.2917, 2.2373
60-79, 2020-05-08, -1.0467, -0.375, 2.1321
60-79, 2020-05-09, -0.6978, -0.25, 2.1321
60-79, 2020-05-10, -0.6424, -0.2302, 2.0933
60-79, 2020-05-11, -0.6202, -0.2222, 2.121
60-79, 2020-05-12, -0.4818, -0.1726, 1.9992
60-79, 2020-05-13, -0.3821, -0.1369, 1.9217
60-79, 2020-05-14, -0.371, -0.1329, 1.75
60-79, 2020-05-15, -0.3267, -0.1171, 1.5617
60-79, 2020-05-16, -0.4984, -0.1786, 1.4509
60-79, 2020-05-17, -0.4873, -0.1746, 1.3734
60-79, 2020-05-18, -0.5316, -0.1905, 1.2848
60-79, 2020-05-19, -0.443, -0.1587, 1.2405
60-79, 2020-05-20, -0.5316, -0.1905, 1.0799
60-79, 2020-05-21, -0.5538, -0.1984, 1.0744
