Meldedatum, difference, trend, value
2020-03-05, , , 3053.8
2020-03-06, , , 1585.3
2020-03-07, , , 779
2020-03-08, , , 699
2020-03-09, , , 546
2020-03-10, , , 571.5
2020-03-11, , , 559.2
2020-03-12, -2589.9, -54.6502, 463.9
2020-03-13, -1141.3, -24.0828, 444
2020-03-14, -262.3, -5.5347, 516.7
2020-03-15, -130.8, -2.7602, 568.2
2020-03-16, 70.1, 1.04, 616.1
2020-03-17, 4.3, 0.0635, 575.8
2020-03-18, -43.5, -0.9187, 515.7
2020-03-19, 15.7, 0.2327, 479.6
2020-03-20, -15.7, -0.3302, 428.3
2020-03-21, -182.8, -3.8564, 334
2020-03-22, -288.1, -6.0802, 280.1
2020-03-23, -368, -7.7649, 248.2
2020-03-24, -379.3, -8.0038, 196.5
2020-03-25, -369.9, -7.805, 145.8
2020-03-26, -370.5, -7.8184, 109.1
2020-03-27, -347, -7.3223, 81.3
2020-03-28, -267.1, -5.6365, 66.8
2020-03-29, -223, -4.7051, 57.1
2020-03-30, -196.4, -4.145, 51.7
2020-03-31, -153.8, -3.2457, 42.7
2020-04-01, -108.8, -2.2962, 37
2020-04-02, -80.1, -1.6911, 28.9
2020-04-03, -58.2, -1.2283, 23.1
2020-04-04, -50.5, -1.0663, 16.3
2020-04-05, -46.8, -0.9866, 10.3
2020-04-06, -45.6, -0.9623, 6.1
2020-04-07, -39.1, -0.8245, 3.6
2020-04-08, -39.3, -0.829, -2.3
2020-04-09, -35.5, -0.7491, -6.6
2020-04-10, -35.8, -0.7551, -12.7
2020-04-11, -37.2, -0.7839, -20.9
2020-04-12, -34.3, -0.7247, -24
2020-04-13, -30.8, -0.6507, -24.7
2020-04-14, -33.1, -0.6993, -29.6
2020-04-15, -33.3, -0.7032, -35.6
2020-04-16, -33, -0.6955, -39.5
2020-04-17, -28.4, -0.5994, -41.1
2020-04-18, -15.6, -0.3287, -36.4
2020-04-19, -11.9, -0.2514, -35.9
2020-04-20, -11.4, -0.2406, -36.1
2020-04-21, -0.9, -0.0187, -30.4
2020-04-22, 12.4, 0.1839, -23.2
2020-04-23, 19.6, 0.2905, -20
2020-04-24, 20.4, 0.3023, -20.7
2020-04-25, 10.9, 0.1616, -25.5
2020-04-26, 8.9, 0.1328, -27
2020-04-27, 7.3, 0.109, -28.8
2020-04-28, -2.2, -0.0462, -32.6
2020-04-29, -12.5, -0.2632, -35.7
2020-04-30, -19, -0.3999, -38.9
2020-05-01, -17, -0.3584, -37.7
2020-05-02, -14.1, -0.2981, -39.7
2020-05-03, -13.8, -0.2919, -40.8
2020-05-04, -11, -0.2331, -39.8
2020-05-05, -7.5, -0.1575, -40.1
2020-05-06, -3.8, -0.0811, -39.5
2020-05-07, 3.7, 0.0549, -35.2
2020-05-08, 4.1, 0.0603, -33.6
2020-05-09, 14.6, 0.2164, -25.1
2020-05-10, 22.8, 0.3382, -18
2020-05-11, 23.8, 0.353, -16
2020-05-12, 28.1, 0.4162, -12
2020-05-13, 28.9, 0.4288, -10.6
2020-05-14, 22.7, 0.3365, -12.5
2020-05-15, 18.5, 0.2743, -15.1
2020-05-16, 5.1, 0.0754, -20
2020-05-17, -6.2, -0.1308, -24.2
2020-05-18, -7.6, -0.16, -23.6
2020-05-19, -13.4, -0.282, -25.4
2020-05-20, -13.9, -0.2941, -24.6
2020-05-21, -9.4, -0.1985, -21.9
2020-05-22, -8.5, -0.1786, -23.6
2020-05-23, -3.8, -0.0802, -23.8
2020-05-24, 1.3, 0.0198, -22.9
2020-05-25, -0.9, -0.0185, -24.5
2020-05-26, 0.4, 0.0059, -25
2020-05-27, -0.8, -0.016, -25.3
2020-05-28, -6.1, -0.1278, -28
2020-05-29, 5.4, 0.08, -18.2
2020-05-30, 7.8, 0.116, -16
