Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-06, , , 0.1046
15-34, 2020-03-07, , , 0.1308
15-34, 2020-03-08, , , 0.1308
15-34, 2020-03-10, , , 0.1412
15-34, 2020-03-11, , , 0.1726
15-34, 2020-03-12, 0.0628, 0.0652, 0.1935
15-34, 2020-03-13, 0.0785, 0.0815, 0.2092
15-34, 2020-03-14, 0.0628, 0.0652, 0.2668
15-34, 2020-03-15, 0.0523, 0.0543, 0.2772
15-34, 2020-03-16, 0.068, 0.0707, 0.2877
15-34, 2020-03-17, 0.1151, 0.1196, 0.3452
15-34, 2020-03-18, 0.0785, 0.0815, 0.3714
15-34, 2020-03-19, 0.0942, 0.0978, 0.4498
15-34, 2020-03-20, 0.136, 0.1413, 0.5911
15-34, 2020-03-21, 0.1622, 0.1685, 0.7271
15-34, 2020-03-22, 0.1935, 0.2011, 0.7637
15-34, 2020-03-23, 0.2354, 0.2446, 0.7951
15-34, 2020-03-24, 0.2302, 0.2391, 0.884
15-34, 2020-03-25, 0.2929, 0.3043, 1.0252
15-34, 2020-03-26, 0.3714, 0.3859, 1.1612
15-34, 2020-03-27, 0.476, 0.4946, 1.1769
15-34, 2020-03-28, 0.4708, 0.4891, 1.1978
15-34, 2020-03-29, 0.5388, 0.5598, 1.2606
15-34, 2020-03-30, 0.5754, 0.5978, 1.3548
15-34, 2020-03-31, 0.6643, 0.6902, 1.3861
15-34, 2020-04-01, 0.5597, 0.5815, 1.4803
15-34, 2020-04-02, 0.4708, 0.4891, 1.4803
15-34, 2020-04-03, 0.3871, 0.4022, 1.564
15-34, 2020-04-04, 0.3818, 0.3967, 1.6634
15-34, 2020-04-05, 0.3138, 0.3261, 1.6529
15-34, 2020-04-06, 0.204, 0.212, 1.6268
15-34, 2020-04-07, 0.0732, 0.0761, 1.6843
15-34, 2020-04-08, 0.0262, 0.0272, 1.5744
15-34, 2020-04-09, -0.0994, -0.1462, 1.5221
15-34, 2020-04-10, -0.2145, -0.3154, 1.3966
15-34, 2020-04-11, -0.408, -0.6, 1.2031
15-34, 2020-04-12, -0.4603, -0.6769, 1.1821
15-34, 2020-04-13, -0.4603, -0.6769, 1.1874
15-34, 2020-04-14, -0.5178, -0.7615, 1.02
15-34, 2020-04-15, -0.4341, -0.6385, 0.9729
15-34, 2020-04-16, -0.2982, -0.4385, 0.9625
15-34, 2020-04-17, -0.1517, -0.2231, 0.9834
15-34, 2020-04-18, 0.0366, 0.038, 1.0514
15-34, 2020-04-19, 0.0314, 0.0326, 1.0618
15-34, 2020-04-20, 0.0314, 0.0326, 1.0043
15-34, 2020-04-21, 0.1151, 0.1196, 1.0984
15-34, 2020-04-22, 0.1255, 0.1304, 1.0775
15-34, 2020-04-23, 0.0575, 0.0598, 1.0671
15-34, 2020-04-24, -0.0942, -0.1385, 1.0618
15-34, 2020-04-25, -0.136, -0.2, 0.9991
15-34, 2020-04-26, -0.1255, -0.1846, 0.9625
15-34, 2020-04-27, -0.0994, -0.1462, 0.9625
15-34, 2020-04-28, -0.204, -0.3, 0.8578
