Altersgruppe, Meldedatum, difference, trend, value
0-4, 2020-03-22, 0.1262, 0.1562, 0.4039
0-4, 2020-03-23, 0.1515, 0.1875, 0.4291
0-4, 2020-03-24, 0.2524, 0.3125, 0.5049
0-4, 2020-03-25, 0.3029, 0.375, 0.6311
0-4, 2020-03-26, 0.2777, 0.3437, 0.7068
0-4, 2020-03-27, 0.3029, 0.375, 0.6563
0-4, 2020-03-28, 0.2524, 0.3125, 0.7826
0-4, 2020-03-29, 0.202, 0.25, 0.7573
0-4, 2020-03-30, 0.2524, 0.3125, 0.8078
0-4, 2020-03-31, 0.2524, 0.3125, 0.7826
0-4, 2020-04-01, 0.2272, 0.2812, 0.7826
0-4, 2020-04-02, 0.2524, 0.3125, 0.7573
0-4, 2020-04-03, 0.202, 0.25, 0.7826
0-4, 2020-04-04, 0.1767, 0.2188, 0.7573
0-4, 2020-04-05, 0.2524, 0.3125, 0.7573
0-4, 2020-04-06, 0.1767, 0.2188, 0.6816
0-4, 2020-04-07, 0.101, 0.125, 0.7321
0-4, 2020-04-08, 0.0252, 0.0313, 0.7826
0-4, 2020-04-09, 0.0757, 0.0938, 0.7826
0-4, 2020-04-10, 0.0252, 0.0313, 0.7321
0-4, 2020-04-11, -0.1515, -0.1875, 0.6563
0-4, 2020-04-12, -0.2524, -0.3125, 0.5806
0-4, 2020-04-13, -0.2524, -0.3125, 0.6059
0-4, 2020-04-15, -0.3029, -0.375, 0.5554
0-4, 2020-04-16, -0.3534, -0.4375, 0.3787
0-4, 2020-04-17, -0.3282, -0.4063, 0.3534
0-4, 2020-04-18, -0.101, -0.125, 0.3282
0-4, 2020-04-20, -0.1515, -0.1875, 0.3029
0-4, 2020-04-21, -0.1262, -0.1563, 0.4039
0-4, 2020-04-22, , , 0.4039
0-4, 2020-04-23, 0.0505, 0.0625, 0.3787
0-4, 2020-04-24, 0.0757, 0.0938, 0.4291
0-4, 2020-04-25, -0.0505, -0.0625, 0.4796
0-4, 2020-04-26, 0.0252, 0.0312, 0.5049
0-4, 2020-04-27, 0.101, 0.125, 0.5049
0-4, 2020-04-29, -0.0252, -0.0312, 0.4291
0-4, 2020-04-30, -0.0757, -0.0937, 0.4544
0-4, 2020-05-01, -0.101, -0.125, 0.4796
0-4, 2020-05-02, 0.0505, 0.0625, 0.5554
0-4, 2020-05-03, 0.0252, 0.0313, 0.5554
0-4, 2020-05-04, , , 0.5049
0-4, 2020-05-05, 0.0757, 0.0938, 0.5301
0-4, 2020-05-06, 0.1767, 0.2187, 0.5049
0-4, 2020-05-07, 0.0757, 0.0937, 0.4544
0-4, 2020-05-08, 0.0505, 0.0625, 0.4544
0-4, 2020-05-09, -0.101, -0.125, 0.3282
0-4, 2020-05-10, -0.1767, -0.2188, 0.2777
0-4, 2020-05-12, -0.1767, -0.2188, 0.3029
0-4, 2020-05-13, -0.2777, -0.3438, 0.2777
0-4, 2020-05-14, -0.1515, -0.1875, 0.2777
0-4, 2020-05-17, -0.1262, -0.1563, 0.2777
0-4, 2020-05-18, -0.1767, -0.2188, 0.2524
0-4, 2020-05-19, -0.0505, -0.0625, 0.3029
0-4, 2020-05-20, -0.0252, -0.0313, 0.2777
0-4, 2020-05-26, -0.0252, -0.0313, 0.2524
0-4, 2020-05-28, -0.1262, -0.1563, 0.2524
0-4, 2020-05-31, -0.1515, -0.1875, 0.2777
0-4, 2020-06-03, , , 0.2777
0-4, 2020-06-07, -0.0505, -0.0625, 0.2524
0-4, 2020-06-08, -0.0505, -0.0625, 0.202
0-4, 2020-06-09, -0.0252, -0.0313, 0.202
0-4, 2020-06-10, , , 0.202
0-4, 2020-06-11, , , 0.2272
0-4, 2020-06-12, 0.0252, 0.0312, 0.2524
0-4, 2020-06-13, 0.0757, 0.0938, 0.3029
0-4, 2020-06-15, 0.1515, 0.1875, 0.3029
0-4, 2020-06-16, 0.1262, 0.1562, 0.3029
0-4, 2020-06-18, 0.1262, 0.1562, 0.3029
0-4, 2020-06-20, -0.0505, -0.0625, 0.3029
0-4, 2020-06-21, -0.0757, -0.0938, 0.2777
0-4, 2020-06-22, -0.0757, -0.0938, 0.2272
0-4, 2020-06-25, -0.101, -0.125, 0.1767
0-4, 2020-06-26, -0.0505, -0.0625, 0.2272
0-4, 2020-06-30, 0.0252, 0.0312, 0.2272
0-4, 2020-07-02, 0.0252, 0.0312, 0.2272
0-4, 2020-07-04, -0.0252, -0.0313, 0.2272
0-4, 2020-07-07, -0.0252, -0.0313, 0.2524
0-4, 2020-07-09, -0.0252, -0.0313, 0.2524
0-4, 2020-07-10, 0.0252, 0.0312, 0.2524
0-4, 2020-07-11, -0.0252, -0.0313, 0.2272
0-4, 2020-07-12, , , 0.2272
0-4, 2020-07-15, -0.0505, -0.0625, 0.2272
0-4, 2020-07-16, , , 0.3029
0-4, 2020-07-17, 0.0757, 0.0938, 0.3029
0-4, 2020-07-18, 0.0757, 0.0938, 0.3029
0-4, 2020-07-20, 0.0252, 0.0312, 0.3029
0-4, 2020-07-21, 0.1515, 0.1875, 0.3534
0-4, 2020-07-23, 0.0757, 0.0938, 0.3534
0-4, 2020-07-24, 0.0505, 0.0625, 0.4039
0-4, 2020-07-26, 0.0757, 0.0938, 0.3534
0-4, 2020-07-28, -0.101, -0.125, 0.3282
0-4, 2020-08-01, -0.1262, -0.1563, 0.3282
0-4, 2020-08-06, , , 0.3534
0-4, 2020-08-08, 0.0252, 0.0312, 0.2777
0-4, 2020-08-10, 0.0757, 0.0938, 0.2777
0-4, 2020-08-11, 0.101, 0.125, 0.2272
0-4, 2020-08-12, 0.1515, 0.1875, 0.3029
0-4, 2020-08-13, 0.101, 0.125, 0.3029
0-4, 2020-08-14, 0.1262, 0.1562, 0.3282
0-4, 2020-08-15, 0.1515, 0.1875, 0.3534
0-4, 2020-08-17, 0.1262, 0.1562, 0.3534
0-4, 2020-08-18, 0.1262, 0.1562, 0.3534
0-4, 2020-08-19, , , 0.3787
0-4, 2020-08-20, 0.0252, 0.0312, 0.2777
0-4, 2020-08-21, -0.0252, -0.0313, 0.3282
0-4, 2020-08-22, -0.101, -0.125, 0.3029
0-4, 2020-08-23, -0.0505, -0.0625, 0.2524
0-4, 2020-08-25, -0.0757, -0.0938, 0.2524
0-4, 2020-08-27, -0.0757, -0.0938, 0.2524
0-4, 2020-08-28, -0.101, -0.125, 0.2272
0-4, 2020-08-29, -0.0252, -0.0313, 0.2777
0-4, 2020-09-01, -0.0505, -0.0625, 0.2524
0-4, 2020-09-04, 0.0252, 0.0312, 0.2524
0-4, 2020-09-05, -0.0505, -0.0625, 0.2524
0-4, 2020-09-08, , , 0.3534
0-4, 2020-09-09, 0.0252, 0.0312, 0.3534
0-4, 2020-09-10, 0.0252, 0.0312, 0.3787
0-4, 2020-09-11, 0.101, 0.125, 0.3787
0-4, 2020-09-12, 0.1515, 0.1875, 0.3534
0-4, 2020-09-13, 0.1767, 0.2188, 0.3534
0-4, 2020-09-15, 0.101, 0.125, 0.3534
0-4, 2020-09-16, 0.0757, 0.0938, 0.2777
0-4, 2020-09-17, 0.0252, 0.0312, 0.2777
0-4, 2020-09-18, -0.0757, -0.0938, 0.2777
0-4, 2020-09-19, -0.0757, -0.0938, 0.2777
0-4, 2020-09-22, -0.0757, -0.0938, 0.2777
0-4, 2020-09-24, -0.0252, -0.0313, 0.3029
0-4, 2020-09-25, , , 0.3282
0-4, 2020-09-26, -0.0252, -0.0313, 0.3282
0-4, 2020-09-28, -0.0252, -0.0313, 0.3534
0-4, 2020-09-29, 0.0757, 0.0938, 0.3787
0-4, 2020-09-30, 0.101, 0.125, 0.3787
