Meldedatum, difference, group, trend, value
2020-03-05, , Inc_0-5, , 410
2020-03-06, , Inc_0-5, , 409
2020-03-07, , Inc_0-5, , 404
2020-03-08, , Inc_0-5, , 403
2020-03-09, , Inc_0-5, , 402
2020-03-10, , Inc_0-5, , 400
2020-03-11, , Inc_0-5, , 391
2020-03-12, -42, Inc_0-5, -0.4242, 368
2020-03-13, -64, Inc_0-5, -0.6465, 345
2020-03-14, -128, Inc_0-5, -1.2929, 276
2020-03-15, -167, Inc_0-5, -1.6869, 236
2020-03-16, -184, Inc_0-5, -1.8586, 218
2020-03-17, -237, Inc_0-5, -2.3939, 163
2020-03-18, -269, Inc_0-5, -2.7172, 122
2020-03-19, -295, Inc_0-5, -2.9798, 73
2020-03-20, -302, Inc_0-5, -3.0505, 43
2020-03-21, -245, Inc_0-5, -2.4747, 31
2020-03-22, -213, Inc_0-5, -2.1515, 23
2020-03-23, -197, Inc_0-5, -1.9899, 21
2020-03-24, -150, Inc_0-5, -1.5152, 13
2020-03-25, -111, Inc_0-5, -1.1212, 11
2020-03-26, -64, Inc_0-5, -0.6465, 9
2020-03-27, -34, Inc_0-5, -0.3434, 9
2020-03-28, -23, Inc_0-5, -0.2323, 8
2020-03-29, -16, Inc_0-5, -0.1616, 7
2020-03-30, -13, Inc_0-5, -0.1313, 8
2020-03-31, -8, Inc_0-5, -0.0808, 5
2020-04-01, -7, Inc_0-5, -0.0707, 4
2020-04-02, -2, Inc_0-5, -0.0202, 7
2020-04-03, -4, Inc_0-5, -0.0404, 5
2020-04-04, -5, Inc_0-5, -0.0505, 3
2020-04-05, -5, Inc_0-5, -0.0505, 2
2020-04-06, -3, Inc_0-5, -0.0303, 5
2020-04-07, 4, Inc_0-5, 0.0396, 9
2020-04-08, 6, Inc_0-5, 0.0594, 10
2020-04-09, , Inc_0-5, , 7
2020-04-10, 9, Inc_0-5, 0.0891, 14
2020-04-11, 19, Inc_0-5, 0.1881, 22
2020-04-12, 25, Inc_0-5, 0.2475, 27
2020-04-13, 20, Inc_0-5, 0.198, 25
2020-04-14, 18, Inc_0-5, 0.1782, 27
2020-04-15, 29, Inc_0-5, 0.2871, 39
2020-04-16, 42, Inc_0-5, 0.4158, 49
