Meldedatum, difference, trend, value
2020-03-06, , , 0.1106
2020-03-07, , , 0.1611
2020-03-08, , , 0.1816
2020-03-09, , , 0.1948
2020-03-10, , , 0.2224
2020-03-11, , , 0.2705
2020-03-12, 0.1371, 0.1043, 0.3222
2020-03-13, 0.1515, 0.1153, 0.392
2020-03-14, 0.1551, 0.118, 0.4786
2020-03-15, 0.1491, 0.1134, 0.5471
2020-03-16, 0.1852, 0.1409, 0.6373
2020-03-17, 0.2573, 0.1958, 0.8321
2020-03-18, 0.2236, 0.1702, 1.0389
2020-03-19, 0.2681, 0.204, 1.3623
2020-03-20, 0.398, 0.3028, 1.6942
2020-03-21, 0.5062, 0.3852, 2.0381
2020-03-22, 0.6, 0.4565, 2.4301
2020-03-23, 0.8092, 0.6157, 2.6874
2020-03-24, 1.0148, 0.7722, 3.0457
2020-03-25, 1.2313, 0.9369, 3.6048
2020-03-26, 1.4766, 1.1235, 4.1964
2020-03-27, 1.687, 1.2836, 4.7832
2020-03-28, 1.996, 1.5188, 5.3711
2020-03-29, 2.0441, 1.5554, 5.8545
2020-03-30, 2.1643, 1.6468, 6.1972
2020-03-31, 2.2918, 1.7438, 6.5964
2020-04-01, 2.3267, 1.7704, 7.111
2020-04-02, 2.216, 1.6862, 7.3767
2020-04-03, 2.0345, 1.548, 7.5415
2020-04-04, 1.6208, 1.2333, 7.6545
2020-04-05, 1.5403, 1.172, 7.515
2020-04-06, 1.1447, 0.871, 7.3539
2020-04-07, 0.6481, 0.4931, 7.2794
2020-04-08, 0.1335, 0.1016, 6.9824
2020-04-09, -0.2717, -0.1738, 6.7876
2020-04-10, -0.5351, -0.3423, 6.5663
2020-04-11, -0.8212, -0.5254, 6.0024
2020-04-12, -1.0677, -0.6831, 5.7908
2020-04-13, -1.0497, -0.6715, 5.7126
2020-04-14, -1.2361, -0.7908, 5.2521
2020-04-15, -1.087, -0.6954, 4.8962
2020-04-16, -1.0629, -0.68, 4.6557
2020-04-17, -1.0978, -0.7023, 4.396
2020-04-18, -0.7419, -0.4746, 4.3864
2020-04-19, -0.6613, -0.4231, 4.2168
2020-04-20, -0.7046, -0.4508, 4.0737
2020-04-21, -0.4196, -0.2685, 4.1146
2020-04-22, -0.3908, -0.25, 3.9006
2020-04-23, -0.4353, -0.2785, 3.6072
2020-04-24, -0.4653, -0.2977, 3.2874
2020-04-25, -0.7479, -0.4785, 3.0457
2020-04-26, -0.7804, -0.4992, 2.881
2020-04-27, -0.8429, -0.5392, 2.6994
2020-04-28, -1.0196, -0.6523, 2.4818
2020-04-29, -1.0377, -0.6638, 2.3687
2020-04-30, -0.9884, -0.6323, 2.1295
2020-05-01, -0.8056, -0.5154, 2.0645
2020-05-02, -0.7347, -0.47, 1.8577
