Altersgruppe, Meldedatum, difference, trend, value
35-59, 2020-03-05, , , 2514.3
35-59, 2020-03-06, , , 1821.4
35-59, 2020-03-07, , , 1086.7
35-59, 2020-03-08, , , 858.1
35-59, 2020-03-09, , , 707
35-59, 2020-03-10, , , 768.5
35-59, 2020-03-11, , , 730.3
35-59, 2020-03-12, -1954.7, -39.994, 559.6
35-59, 2020-03-13, -1283.1, -26.2533, 538.3
35-59, 2020-03-14, -499.6, -10.2217, 587.1
35-59, 2020-03-15, -204, -4.1742, 654.1
35-59, 2020-03-16, -26.8, -0.5483, 680.2
35-59, 2020-03-17, -158.9, -3.2505, 609.6
35-59, 2020-03-18, -190.1, -3.8885, 540.2
35-59, 2020-03-19, -54.8, -1.1204, 504.8
35-59, 2020-03-20, -126.2, -2.5816, 412.1
35-59, 2020-03-21, -280, -5.729, 307.1
35-59, 2020-03-22, -406.9, -8.3261, 247.2
35-59, 2020-03-23, -464.6, -9.5067, 215.6
35-59, 2020-03-24, -443.3, -9.0708, 166.3
35-59, 2020-03-25, -422.4, -8.6415, 117.9
35-59, 2020-03-26, -420.5, -8.603, 84.3
35-59, 2020-03-27, -352.8, -7.2182, 59.3
35-59, 2020-03-28, -260.4, -5.3271, 46.7
35-59, 2020-03-29, -208.3, -4.261, 38.9
35-59, 2020-03-30, -181.2, -3.7078, 34.4
35-59, 2020-03-31, -139.4, -2.8526, 26.9
35-59, 2020-04-01, -95.4, -1.9513, 22.5
35-59, 2020-04-02, -70.9, -1.4503, 13.4
35-59, 2020-04-03, -50.4, -1.0322, 8.9
35-59, 2020-04-04, -43.5, -0.8897, 3.2
35-59, 2020-04-05, -39.5, -0.8076, -0.5
35-59, 2020-04-06, -38.5, -0.7883, -4.2
35-59, 2020-04-07, -33.3, -0.6807, -6.4
35-59, 2020-04-08, -33.2, -0.6788, -10.7
35-59, 2020-04-09, -25.7, -0.5254, -12.2
35-59, 2020-04-10, -25.8, -0.5282, -16.9
35-59, 2020-04-11, -26.8, -0.5489, -23.6
35-59, 2020-04-12, -26.9, -0.5512, -27.5
35-59, 2020-04-13, -24.1, -0.4941, -28.3
35-59, 2020-04-14, -26.3, -0.5373, -32.7
35-59, 2020-04-15, -28.9, -0.5912, -39.6
35-59, 2020-04-16, -31.9, -0.6533, -44.2
35-59, 2020-04-17, -28.4, -0.5821, -45.4
35-59, 2020-04-18, -17.7, -0.3627, -41.3
35-59, 2020-04-19, -12.7, -0.26, -40.2
35-59, 2020-04-20, -11.4, -0.2337, -39.7
35-59, 2020-04-21, -0.5, -0.0094, -33.1
35-59, 2020-04-22, 15.1, 0.2357, -24.5
35-59, 2020-04-23, 23.7, 0.3704, -20.4
35-59, 2020-04-24, 22.3, 0.3483, -23.1
35-59, 2020-04-25, 13, 0.2023, -28.4
35-59, 2020-04-26, 10.2, 0.1593, -30
35-59, 2020-04-27, 7.9, 0.1229, -31.9
35-59, 2020-04-28, -3.6, -0.0742, -36.8
35-59, 2020-04-29, -15.1, -0.3087, -39.6
35-59, 2020-04-30, -22.2, -0.4545, -42.6
35-59, 2020-05-01, -16.4, -0.3365, -39.5
35-59, 2020-05-02, -11.9, -0.2441, -40.3
35-59, 2020-05-03, -11.2, -0.2289, -41.2
35-59, 2020-05-04, -7.9, -0.1619, -39.8
35-59, 2020-05-05, -2.5, -0.0502, -39.2
35-59, 2020-05-06, 1.2, 0.0188, -38.4
35-59, 2020-05-07, 10, 0.1557, -32.7
35-59, 2020-05-08, 8.7, 0.1357, -30.8
35-59, 2020-05-09, 19.3, 0.3011, -21
35-59, 2020-05-10, 28.9, 0.4513, -12.2
35-59, 2020-05-11, 29, 0.4522, -10.8
35-59, 2020-05-12, 33.2, 0.5174, -6.1
35-59, 2020-05-13, 33.4, 0.5214, -4.9
35-59, 2020-05-14, 25.4, 0.3969, -7.2
35-59, 2020-05-15, 21.5, 0.3351, -9.3
35-59, 2020-05-16, 4.3, 0.0666, -16.7
35-59, 2020-05-17, -10.9, -0.2224, -23.1
35-59, 2020-05-18, -12.1, -0.2478, -22.9
35-59, 2020-05-19, -19.8, -0.4052, -25.9
35-59, 2020-05-20, -20.8, -0.426, -25.8
35-59, 2020-05-21, -17.1, -0.3501, -24.3
35-59, 2020-05-22, -20, -0.4088, -29.3
35-59, 2020-05-23, -11.6, -0.2376, -28.3
35-59, 2020-05-24, -3.2, -0.0659, -26.3
35-59, 2020-05-25, -4.8, -0.099, -27.7
35-59, 2020-05-26, -1.8, -0.0365, -27.6
35-59, 2020-05-27, -1, -0.0199, -26.7
35-59, 2020-05-28, -5.3, -0.1094, -29.7
35-59, 2020-05-29, 11.9, 0.1852, -17.4
35-59, 2020-05-30, 13.7, 0.2132, -14.7
35-59, 2020-05-31, 14.8, 0.2317, -11.5
35-59, 2020-06-01, 17.1, 0.2664, -10.7
35-59, 2020-06-02, 10.2, 0.1584, -17.5
35-59, 2020-06-03, -1.4, -0.0277, -28.1
35-59, 2020-06-04, 2.7, 0.0424, -27
35-59, 2020-06-05, -12.9, -0.2648, -30.4
35-59, 2020-06-06, -16.1, -0.3296, -30.8
35-59, 2020-06-07, -22.1, -0.4516, -33.6
35-59, 2020-06-08, -21, -0.4292, -31.6
35-59, 2020-06-09, 0.9, 0.0138, -16.6
35-59, 2020-06-10, 32.1, 0.5008, 4
35-59, 2020-06-11, 36.1, 0.5637, 9.2
35-59, 2020-06-12, 30.5, 0.4761, 0.1
35-59, 2020-06-13, 27.3, 0.426, -3.5
35-59, 2020-06-14, 32.7, 0.5096, -0.9
35-59, 2020-06-15, 30.5, 0.4759, -1.1
35-59, 2020-06-16, 7.9, 0.1238, -8.7
35-59, 2020-06-17, -12.8, -0.2623, -8.8
35-59, 2020-06-18, 6, 0.0932, 15.1
35-59, 2020-06-19, 54.2, 0.8457, 54.3
35-59, 2020-06-20, 106.3, 1.6587, 102.8
35-59, 2020-06-21, 124, 1.9345, 123.1
35-59, 2020-06-22, 127.5, 1.9889, 126.3
35-59, 2020-06-23, 145.8, 2.2756, 137.2
35-59, 2020-06-24, 137.4, 2.1444, 128.6
35-59, 2020-06-25, 48.3, 0.7536, 63.4
35-59, 2020-06-26, -26.3, -0.5382, 28
35-59, 2020-06-27, -113.5, -2.3221, -10.7
35-59, 2020-06-28, -147.7, -3.0216, -24.6
35-59, 2020-06-29, -153.1, -3.1328, -26.8
35-59, 2020-06-30, -169.9, -3.4758, -32.7
35-59, 2020-07-01, -167, -3.4163, -38.4
35-59, 2020-07-02, -96.7, -1.9791, -33.3
35-59, 2020-07-03, -61.2, -1.2519, -33.2
35-59, 2020-07-04, -14.8, -0.3036, -25.5
35-59, 2020-07-05, 3.6, 0.0565, -21
35-59, 2020-07-06, 4.6, 0.0718, -22.2
35-59, 2020-07-07, 9.6, 0.1493, -23.1
35-59, 2020-07-08, 19.9, 0.3109, -18.4
35-59, 2020-07-09, 16, 0.2503, -17.3
35-59, 2020-07-10, 17, 0.2656, -16.1
35-59, 2020-07-11, 9.6, 0.1494, -15.9
35-59, 2020-07-12, 5.7, 0.0882, -15.3
35-59, 2020-07-13, 8.4, 0.1308, -13.8
35-59, 2020-07-14, 14.8, 0.2305, -8.4
35-59, 2020-07-15, 12.3, 0.1924, -6.1
35-59, 2020-07-16, 14.6, 0.2277, -2.7
35-59, 2020-07-17, 21.8, 0.3394, 5.6
35-59, 2020-07-18, 30.7, 0.4784, 14.7
35-59, 2020-07-19, 42.5, 0.6632, 27.2
35-59, 2020-07-20, 44.1, 0.6885, 30.3
35-59, 2020-07-21, 39.4, 0.6144, 31
35-59, 2020-07-22, 39.5, 0.6169, 33.4
35-59, 2020-07-23, 44.1, 0.6878, 41.4
35-59, 2020-07-24, 34.4, 0.5366, 40
35-59, 2020-07-25, 29.1, 0.4546, 43.9
35-59, 2020-07-26, 9.8, 0.1524, 37
35-59, 2020-07-27, 7.7, 0.1194, 38
35-59, 2020-07-28, 6.7, 0.1041, 37.7
35-59, 2020-07-29, 6.3, 0.0981, 39.7
35-59, 2020-07-30, -7.3, -0.1486, 34.2
35-59, 2020-07-31, -5.8, -0.1181, 34.2
35-59, 2020-08-01, -17.3, -0.3538, 26.6
35-59, 2020-08-02, -16.1, -0.3299, 20.8
35-59, 2020-08-03, -18.9, -0.3869, 19.1
35-59, 2020-08-04, -14.2, -0.2912, 23.5
35-59, 2020-08-05, -18.6, -0.3797, 21.2
35-59, 2020-08-06, -16.1, -0.3288, 18.1
35-59, 2020-08-07, -14.8, -0.3022, 19.5
35-59, 2020-08-08, -8.5, -0.1741, 18.1
35-59, 2020-08-09, -0.9, -0.0175, 20
35-59, 2020-08-10, -0.6, -0.0113, 18.5
35-59, 2020-08-11, -6.6, -0.1341, 16.9
35-59, 2020-08-12, -5.9, -0.1213, 15.2
35-59, 2020-08-13, 0.5, 0.0078, 18.6
35-59, 2020-08-14, -3.4, -0.0705, 16
35-59, 2020-08-15, 0.3, 0.0049, 18.4
35-59, 2020-08-16, -2.3, -0.0475, 17.7
35-59, 2020-08-17, 3, 0.0464, 21.5
35-59, 2020-08-18, 3.8, 0.0596, 20.7
35-59, 2020-08-19, 6.7, 0.1053, 22
35-59, 2020-08-20, 1.1, 0.0175, 19.7
35-59, 2020-08-21, 1.8, 0.0286, 17.8
35-59, 2020-08-22, 1.3, 0.0197, 19.6
35-59, 2020-08-23, 4.6, 0.0718, 22.3
35-59, 2020-08-24, -2.3, -0.0476, 19.1
35-59, 2020-08-25, -7.4, -0.1514, 13.3
35-59, 2020-08-26, -12.8, -0.2627, 9.2
35-59, 2020-08-27, -14.7, -0.2998, 5.1
35-59, 2020-08-28, -14.4, -0.2956, 3.4
35-59, 2020-08-29, -25.1, -0.5134, -5.5
35-59, 2020-08-30, -30.8, -0.6306, -8.6
35-59, 2020-08-31, -28.2, -0.5769, -9
35-59, 2020-09-01, -23.9, -0.4887, -10.6
35-59, 2020-09-02, -20.5, -0.419, -11.3
35-59, 2020-09-03, -16.6, -0.3396, -11.5
35-59, 2020-09-04, -16, -0.3267, -12.6
35-59, 2020-09-05, -1.5, -0.0303, -6.9
35-59, 2020-09-06, 7, 0.1093, -1.6
35-59, 2020-09-07, 8.2, 0.1281, -0.8
35-59, 2020-09-08, 15.8, 0.2459, 5.2
35-59, 2020-09-09, 19.7, 0.3078, 8.4
35-59, 2020-09-10, 28, 0.4369, 16.5
35-59, 2020-09-11, 32.7, 0.5097, 20.1
35-59, 2020-09-12, 26.9, 0.4194, 19.9
35-59, 2020-09-13, 16.3, 0.2547, 14.8
35-59, 2020-09-14, 16.7, 0.2604, 15.9
35-59, 2020-09-15, 10, 0.1564, 15.2
35-59, 2020-09-16, 11.8, 0.1836, 20.2
35-59, 2020-09-17, 1.9, 0.0296, 18.4
35-59, 2020-09-18, 5.6, 0.0871, 25.7
35-59, 2020-09-19, 9.4, 0.1468, 29.4
35-59, 2020-09-20, 16.6, 0.2592, 31.4
35-59, 2020-09-21, 13.9, 0.217, 29.8
35-59, 2020-09-22, 11.3, 0.1756, 26.5
35-59, 2020-09-23, -2.1, -0.043, 18.1
35-59, 2020-09-24, -4, -0.0813, 14.4
35-59, 2020-09-25, -19.8, -0.4051, 5.9
35-59, 2020-09-26, -24.9, -0.5093, 4.5
35-59, 2020-09-27, -24.9, -0.51, 6.5
35-59, 2020-09-28, -21.9, -0.4471, 7.9
35-59, 2020-09-29, -15.7, -0.3208, 10.8
35-59, 2020-09-30, -2.8, -0.058, 15.2
35-59, 2020-10-01, 4.5, 0.0695, 18.8
35-59, 2020-10-02, 19.2, 0.2989, 25
35-59, 2020-10-03, 19.9, 0.3108, 24.4
35-59, 2020-10-04, 17, 0.2652, 23.4
35-59, 2020-10-05, 15.7, 0.2446, 23.6
35-59, 2020-10-06, 15, 0.2333, 25.7
35-59, 2020-10-07, 19, 0.2962, 34.2
35-59, 2020-10-08, 25.1, 0.3917, 43.9
35-59, 2020-10-09, 25, 0.3896, 50
35-59, 2020-10-10, 37.7, 0.5877, 62.1
35-59, 2020-10-11, 44.7, 0.698, 68.2
35-59, 2020-10-12, 49, 0.765, 72.6
35-59, 2020-10-13, 49.9, 0.779, 75.7
35-59, 2020-10-14, 37.1, 0.5785, 71.3
35-59, 2020-10-15, 22.8, 0.3558, 66.7
35-59, 2020-10-16, 17.7, 0.2761, 67.7
35-59, 2020-10-17, 0.5, 0.0082, 62.6
35-59, 2020-10-18, -7.5, -0.1534, 60.7
35-59, 2020-10-19, -13.5, -0.2753, 59.2
35-59, 2020-10-20, -17.1, -0.349, 58.6
35-59, 2020-10-21, -8.6, -0.1751, 62.7
35-59, 2020-10-22, 1, 0.016, 67.8
35-59, 2020-10-23, 1.9, 0.0298, 69.6
35-59, 2020-10-24, 12, 0.1868, 74.6
35-59, 2020-10-25, 18.5, 0.2889, 79.2
35-59, 2020-10-26, 23.5, 0.3669, 82.7
35-59, 2020-10-27, 26.4, 0.4115, 85
35-59, 2020-10-28, 20.3, 0.3171, 83.1
35-59, 2020-10-29, 9.5, 0.1489, 77.3
35-59, 2020-10-30, 1.1, 0.0164, 70.7
35-59, 2020-10-31, -12.1, -0.2483, 62.4
35-59, 2020-11-01, -25.2, -0.5154, 54
35-59, 2020-11-02, -32.4, -0.6636, 50.2
35-59, 2020-11-03, -40.7, -0.8321, 44.3
35-59, 2020-11-04, -46.2, -0.9446, 36.9
35-59, 2020-11-05, -48.8, -0.9989, 28.5
35-59, 2020-11-06, -48.9, -1, 21.8
35-59, 2020-11-07, -45, -0.9211, 17.4
35-59, 2020-11-08, -38.2, -0.7806, 15.9
35-59, 2020-11-09, -37.9, -0.7749, 12.4
35-59, 2020-11-10, -34.6, -0.7084, 9.7
35-59, 2020-11-11, -30.1, -0.6156, 6.8
35-59, 2020-11-12, -23.1, -0.4731, 5.4
35-59, 2020-11-13, -16.9, -0.3455, 4.9
35-59, 2020-11-14, -14.6, -0.2993, 2.8
35-59, 2020-11-15, -14.6, -0.2978, 1.3
35-59, 2020-11-16, -11.7, -0.2397, 0.7
35-59, 2020-11-17, -10.5, -0.2152, -0.8
35-59, 2020-11-18, -7.1, -0.1445, -0.3
35-59, 2020-11-19, -5, -0.1016, 0.4
35-59, 2020-11-20, -5.7, -0.116, -0.8
35-59, 2020-11-21, -2.1, -0.0433, 0.7
35-59, 2020-11-22, -1.1, -0.0234, 0.2
35-59, 2020-11-23, 0.3, 0.0041, 0.9
35-59, 2020-11-24, 3.1, 0.0484, 2.3
35-59, 2020-11-25, 0.9, 0.0134, 0.6
35-59, 2020-11-26, -2.3, -0.0462, -1.9
35-59, 2020-11-27, -1.6, -0.032, -2.3
35-59, 2020-11-28, -6.3, -0.1291, -5.7
35-59, 2020-11-29, -5.1, -0.1048, -5
35-59, 2020-11-30, -5.8, -0.1191, -4.9
35-59, 2020-12-01, -9.3, -0.1908, -7
35-59, 2020-12-02, -7.4, -0.1523, -6.8
35-59, 2020-12-03, -2.5, -0.0508, -4.3
35-59, 2020-12-04, -0.4, -0.0081, -2.7
35-59, 2020-12-05, 7, 0.1094, 1.4
35-59, 2020-12-06, 6.6, 0.1023, 1.6
35-59, 2020-12-07, 7.7, 0.1205, 2.8
35-59, 2020-12-08, 14.9, 0.2329, 7.9
35-59, 2020-12-09, 19, 0.2959, 12.1
35-59, 2020-12-10, 19.2, 0.2989, 14.8
35-59, 2020-12-11, 20.6, 0.3215, 17.9
35-59, 2020-12-12, 18.4, 0.2872, 19.8
35-59, 2020-12-13, 21.3, 0.3318, 22.9
35-59, 2020-12-14, 20.4, 0.3188, 23.2
35-59, 2020-12-15, 13.4, 0.2089, 21.3
35-59, 2020-12-16, 8.4, 0.1313, 20.5
35-59, 2020-12-17, 3.8, 0.0594, 18.6
35-59, 2020-12-18, -1.4, -0.0279, 16.5
35-59, 2020-12-19, -4.9, -0.1002, 14.9
35-59, 2020-12-20, -10.1, -0.2065, 12.8
35-59, 2020-12-21, -11, -0.2242, 12.3
35-59, 2020-12-22, -9.4, -0.1918, 11.9
35-59, 2020-12-23, -10.2, -0.2088, 10.3
35-59, 2020-12-24, -8.7, -0.1785, 9.9
35-59, 2020-12-25, -14.7, -0.301, 1.8
35-59, 2020-12-26, -24.8, -0.5067, -9.9
35-59, 2020-12-27, -29.7, -0.6074, -16.9
35-59, 2020-12-28, -32.5, -0.6643, -20.2
35-59, 2020-12-29, -35.1, -0.7182, -23.2
35-59, 2020-12-30, -35.4, -0.7245, -25.1
35-59, 2020-12-31, -38.3, -0.7833, -28.4
35-59, 2021-01-01, -27.2, -0.5572, -25.4
35-59, 2021-01-02, -9.4, -0.1928, -19.3
35-59, 2021-01-03, 2, 0.0317, -14.9
35-59, 2021-01-04, 7.3, 0.1133, -12.9
35-59, 2021-01-05, 11.8, 0.1843, -11.4
35-59, 2021-01-06, 14.7, 0.2289, -10.4
